Date,PD,Readed plots,Expected plots,Missed plots,Outer areas plots,SUC mean delay [ms],SUC max delay [ms],Notes
2014-12-01 08:00,98.52,16984,17240,256,1,99.33,101.5625, 
2014-12-01 04:00,97.65,9320,9544,224,0,95.75,148.4375, 
2014-12-01 00:00,98.79,408,413,5,0,95.77,101.5625, 
2014-11-30 20:00,98.22,10382,10570,188,0,99.52,187.5, 
2014-11-30 16:00,99.05,17683,17852,169,0,99.4,328.125, 
2014-11-30 12:00,99.41,15562,15655,93,1,99.07,171.875, 
2014-11-30 08:00,99.01,10681,10788,107,1,98.14,109.375, 
2014-11-30 04:00,97.39,8716,8950,234,0,97.0,101.5625, 
2014-11-30 00:00,99.55,1098,1103,5,0,95.29,320.3125, 
2014-11-29 20:00,98.24,8160,8306,146,0,100.22,101.5625, 
2014-11-29 16:00,98.35,17048,17334,286,1,100.22,281.25, 
2014-11-29 12:00,98.59,15804,16030,226,0,97.41,601.5625, 
2014-11-29 08:00,98.15,13409,13662,253,3,97.05,101.5625, 
2014-11-29 04:00,88.04,5556,6311,755,0,97.12,296.875, 
2014-11-29 00:00,75.84,2552,3365,813,0,97.04,101.5625, 
2014-11-28 20:00,95.0,6558,6903,345,0,100.14,156.25, 
2014-11-28 16:00,98.44,7496,7615,119,0,98.74,273.4375, 
2014-11-28 12:00,98.6,4213,4273,60,1,99.03,132.8125, 
2014-11-28 08:00,91.34,6290,6886,596,0,97.27,187.5, 
2014-11-28 04:00,98.33,10192,10365,173,1,96.45,179.6875, 
2014-11-28 00:00,99.49,1761,1770,9,0,95.03,218.75, 
2014-11-27 20:00,97.84,7714,7884,170,0,100.99,109.375, 
2014-11-27 16:00,99.06,18369,18543,174,0,98.75,156.25, 
2014-11-27 12:00,99.31,14184,14283,99,0,97.32,320.3125, 
2014-11-27 08:00,98.96,15422,15584,162,0,98.29,125.0, 
2014-11-27 04:00,98.59,10178,10324,146,0,95.14,101.5625, 
2014-11-27 00:00,96.4,1311,1360,49,0,95.67,101.5625, 
2014-11-26 20:00,98.74,10798,10936,138,0,100.56,117.1875, 
2014-11-26 16:00,99.01,17085,17256,171,2,98.94,148.4375, 
2014-11-26 12:00,98.74,13761,13936,175,1,98.47,406.25, 
2014-11-26 08:00,98.79,23421,23709,288,1,98.46,375.0, 
2014-11-26 04:00,99.0,10130,10232,102,0,97.33,250.0, 
2014-11-26 00:00,99.16,588,593,5,0,95.37,320.3125, 
2014-11-25 20:00,98.62,9701,9837,136,0,100.04,109.375, 
2014-11-25 16:00,98.72,24051,24362,311,2,98.33,156.25, 
2014-11-25 12:00,98.6,13972,14171,199,1,99.61,101.5625, 
2014-11-25 08:00,98.91,18409,18611,202,8,98.66,140.625, 
2014-11-25 04:00,98.52,10552,10711,159,0,98.67,523.4375, 
2014-11-25 00:00,99.62,1048,1052,4,0,97.64,226.5625, 
2014-11-24 20:00,99.43,6276,6312,36,0,99.96,882.8125, 
2014-11-24 16:00,98.7,20425,20694,269,3,99.29,859.375, 
2014-11-24 12:00,99.21,14871,14990,119,3,96.93,101.5625, 
2014-11-24 08:00,98.96,17057,17236,179,3,97.04,195.3125, 
2014-11-24 04:00,99.3,9368,9434,66,1,95.27,101.5625, 
2014-11-24 00:00,98.19,4328,4408,80,0,96.85,171.875, 
2014-11-23 20:00,91.83,10165,11069,904,0,100.14,484.375,
2014-11-23 16:00,97.36,12607,12949,342,1,99.2,382.8125, 
2014-11-23 12:00,87.93,10535,11981,1446,0,98.19,125.0, 
2014-11-23 08:00,98.6,12855,13038,183,2,97.65,140.625, 
2014-11-23 04:00,86.21,18230,21145,2915,0,96.99,312.5, 
2014-11-23 00:00,63.75,7678,12043,4365,0,94.88,117.1875, 
2014-11-22 20:00,78.61,14240,18114,3874,0,100.52,390.625, 
2014-11-22 16:00,97.78,16642,17019,377,1,99.53,234.375, 
2014-11-22 12:00,98.01,13405,13677,272,0,98.76,117.1875, 
2014-11-22 08:00,97.47,17630,18087,457,0,100.14,312.5, 
2014-11-22 04:00,88.61,12411,14007,1596,1,97.1,125.0, 
2014-11-22 00:00,85.37,2468,2891,423,0,94.39,242.1875, 
2014-11-21 20:00,99.13,11799,11902,103,0,99.55,101.5625, 
2014-11-21 16:00,95.97,20652,21519,867,0,100.35,539.0625, 
2014-11-21 12:00,97.56,13457,13794,337,0,98.76,234.375, 
2014-11-21 08:00,98.74,16638,16851,213,2,97.06,132.8125, 
2014-11-21 04:00,98.51,10746,10909,163,0,98.49,101.5625, 
2014-11-21 00:00,72.39,5065,6997,1932,0,96.25,101.5625, 
2014-11-20 20:00,97.58,10627,10891,264,0,99.47,226.5625, 
2014-11-20 16:00,86.39,30887,35755,4868,2,99.83,101.5625, 
2014-11-20 12:00,99.14,14366,14491,125,1,99.01,304.6875,
2014-11-20 08:00,98.85,17419,17622,203,2,98.84,398.4375, 
2014-11-20 04:00,98.23,10501,10690,189,0,95.63,101.5625, 
2014-11-20 00:00,98.89,1160,1173,13,0,95.44,101.5625, 
2014-11-19 20:00,98.7,8753,8868,115,0,99.7,101.5625, 
2014-11-19 16:00,98.42,19943,20264,321,3,98.59,398.4375, 
2014-11-19 12:00,99.15,12726,12835,109,0,96.81,257.8125, 
2014-11-19 08:00,98.3,15864,16139,275,0,97.94,125.0, 
2014-11-19 04:00,82.86,12112,14617,2505,1,95.56,164.0625, 
2014-11-19 00:00,98.43,2939,2986,47,0,96.91,148.4375, 
2014-11-18 20:00,98.87,7554,7640,86,0,100.5,523.4375, 
2014-11-18 16:00,99.1,17910,18073,163,3,99.97,109.375, 
2014-11-18 12:00,98.74,15154,15348,194,1,99.27,187.5, 
2014-11-18 08:00,98.86,21138,21382,244,1,98.28,101.5625, 
2014-11-18 04:00,98.46,13389,13599,210,0,98.24,390.625, 
2014-11-18 00:00,98.82,1509,1527,18,0,95.47,101.5625, 
2014-11-17 20:00,99.28,8578,8640,62,0,99.67,515.625, 
2014-11-17 16:00,98.89,20876,21110,234,2,100.39,234.375, 
2014-11-17 12:00,98.98,15140,15296,156,0,98.48,140.625, 
2014-11-17 08:00,98.7,18688,18934,246,0,98.74,312.5, 
2014-11-17 04:00,98.54,11275,11442,167,1,99.38,234.375, 
2014-11-17 00:00,99.25,1452,1463,11,0,97.02,148.4375, 
2014-11-16 20:00,99.35,9447,9509,62,0,100.99,156.25, 
2014-11-16 16:00,99.2,21771,21947,176,4,99.31,585.9375, 
2014-11-16 12:00,99.09,15338,15479,141,0,97.1,648.4375, 
2014-11-16 08:00,98.81,14013,14182,169,0,97.36,257.8125, 
2014-11-16 04:00,97.87,9360,9564,204,0,98.59,554.6875, 
2014-11-16 00:00,99.76,819,821,2,0,96.58,257.8125, 
2014-11-15 20:00,98.83,8580,8682,102,0,99.78,117.1875, 
2014-11-15 16:00,99.56,15683,15753,70,0,98.7,164.0625, 
2014-11-15 12:00,98.84,15031,15208,177,1,97.42,359.375, 
2014-11-15 08:00,99.1,14995,15131,136,1,98.33,101.5625, 
2014-11-15 04:00,98.04,9163,9346,183,1,95.09,140.625, 
2014-11-15 00:00,99.87,1564,1566,2,0,96.51,218.75, 
2014-11-14 20:00,99.23,10911,10996,85,0,100.28,320.3125, 
2014-11-14 16:00,99.25,18445,18585,140,3,98.01,210.9375, 
2014-11-14 12:00,99.16,17417,17565,148,1,97.65,187.5, 
2014-11-14 08:00,98.79,18233,18456,223,1,96.74,390.625, 
2014-11-14 04:00,98.61,11885,12053,168,0,98.67,101.5625, 
2014-11-14 00:00,96.89,1619,1671,52,0,95.32,101.5625, 
2014-11-13 20:00,98.69,7775,7878,103,0,100.74,390.625, 
2014-11-13 16:00,99.21,20450,20612,162,2,97.38,773.4375, 
2014-11-13 12:00,98.91,19424,19639,215,3,99.47,132.8125, 
2014-11-13 08:00,99.09,19572,19752,180,3,98.63,445.3125, 
2014-11-13 04:00,98.91,11239,11363,124,2,97.04,210.9375, 
2014-11-13 00:00,99.75,2752,2759,7,0,95.92,132.8125, 
2014-11-12 20:00,98.44,8269,8400,131,0,99.97,281.25, 
2014-11-12 16:00,99.03,20471,20671,200,4,99.43,164.0625, 
2014-11-12 12:00,99.57,12148,12201,53,0,99.8,171.875, 
2014-11-12 08:00,99.21,22580,22760,180,1,97.03,640.625, 
2014-11-12 04:00,98.94,10399,10510,111,0,97.01,312.5, 
2014-11-12 00:00,96.46,2752,2853,101,0,96.87,101.5625, 
2014-11-11 20:00,99.04,5645,5700,55,0,102.18,617.1875, 
2014-11-11 16:00,98.73,21205,21478,273,3,98.98,773.4375, 
2014-11-11 12:00,99.4,11836,11907,71,1,100.68,484.375, 
2014-11-11 08:00,99.12,18697,18863,166,4,98.51,562.5, 
2014-11-11 04:00,99.33,8925,8985,60,0,97.48,132.8125, 
2014-11-11 00:00,100.0,124,124,0,0,95.48,101.5625, 
2014-11-10 20:00,99.08,8923,9006,83,1,99.74,195.3125, 
2014-11-10 16:00,98.89,20401,20629,228,2,98.08,125.0, 
2014-11-10 12:00,99.05,16004,16157,153,0,97.66,164.0625, 
2014-11-10 08:00,98.6,18192,18450,258,2,97.65,281.25, 
2014-11-10 04:00,98.55,10281,10432,151,0,97.1,273.4375, 
2014-11-10 00:00,99.25,1991,2006,15,0,96.51,101.5625, 
2014-11-09 20:00,99.07,10515,10614,99,1,100.35,406.25, 
2014-11-09 16:00,98.93,21003,21231,228,0,99.27,421.875, 
2014-11-09 12:00,99.22,15201,15320,119,1,99.25,382.8125, 
2014-11-09 08:00,99.02,13471,13604,133,0,98.57,890.625, 
2014-11-09 04:00,98.16,9263,9437,174,0,99.49,390.625, 
2014-11-09 00:00,98.05,1561,1592,31,0,96.75,351.5625, 
2014-11-08 20:00,98.09,7981,8136,155,0,100.89,171.875, 
2014-11-08 16:00,98.49,18284,18565,281,4,98.52,320.3125, 
2014-11-08 12:00,97.99,13627,13907,280,0,97.16,281.25, 
2014-11-08 08:00,98.86,16011,16195,184,1,97.58,156.25, 
2014-11-08 04:00,99.08,9920,10012,92,1,97.77,148.4375, 
2014-11-08 00:00,97.49,2405,2467,62,0,96.86,164.0625, 
2014-11-07 20:00,98.72,11453,11602,149,1,99.4,226.5625, 
2014-11-07 16:00,98.98,19302,19501,199,0,98.53,250.0, 
2014-11-07 12:00,99.07,14195,14328,133,0,98.71,757.8125, 
2014-11-07 08:00,98.93,21790,22025,235,1,98.01,382.8125, 
2014-11-07 04:00,99.0,9665,9763,98,1,96.89,101.5625, 
2014-11-07 00:00,98.41,2412,2451,39,1,95.44,101.5625, 
2014-11-06 20:00,98.56,9414,9552,138,0,100,203.125,
2014-11-06 16:00,99.04,19426,19614,188,3,98.75,312.5, 
2014-11-06 12:00,98.2,19827,20191,364,2,97.88,101.5625, 
2014-11-06 08:00,98.5,20247,20556,309,2,97.06,250.0, 
2014-11-06 04:00,98.48,13965,14180,215,3,97.68,289.0625, 
2014-11-06 00:00,99.61,254,255,1,0,95.72,101.5625, 
2014-11-06 00:00,99.61,254,255,1,0,95.7,101.5625, 
2014-11-05 20:00,98.96,8354,8442,88,1,100.66,109.375, 
2014-11-05 20:00,98.96,8354,8442,88,1,100.63,109.375, 
2014-11-05 16:00,99.0,20904,21116,212,2,98.74,250.0, 
2014-11-05 12:00,98.65,17343,17580,237,1,98.22,289.0625, 
2014-11-05 08:00,98.87,18675,18888,213,2,97.98,273.4375, 
2014-11-05 04:00,95.65,10157,10619,462,1,97.99,101.5625, 
2014-11-05 00:00,98.53,874,887,13,0,98.86,109.375, 
2014-11-04 20:00,98.45,10082,10241,159,0,100.38,226.5625, 
2014-11-04 16:00,99.15,20640,20816,176,1,98.06,328.125, 
2014-11-04 12:00,99.08,11275,11380,105,2,97.27,125.0, 
2014-11-04 08:00,99.07,18421,18594,173,2,97.17,406.25, 
2014-11-04 04:00,98.91,10450,10565,115,2,96.93,101.5625, 
2014-11-04 00:00,99.05,9384,9474,90,0,96.73,101.5625, 
2014-11-03 20:00,99.16,9678,9760,82,1,99.26,109.375,
2014-11-03 16:00,98.98,18701,18894,193,0,98.48,156.25, 
2014-11-03 12:00,98.76,14141,14318,177,1,98.12,218.75, 
2014-11-03 08:00,98.83,20115,20354,239,3,97.77,289.0625, 
2014-11-03 04:00,97.02,7284,7508,224,0,96.69,257.8125, 
2014-11-03 00:00,99.46,3709,3729,20,0,95.18,187.5, 
2014-11-02 20:00,98.9,8802,8900,98,1,99.72,296.875,
2014-11-02 16:00,97.45,17906,18375,469,0,98.89,1007.8125,
2014-11-02 12:00,99.03,12723,12848,125,1,98.18,179.6875,
2014-11-02 08:00,98.65,14297,14493,196,2,97.79,117.1875,
2014-11-02 00:00,87.77,840,957,117,1,94.41,101.5625, Mucha lluvia
2014-11-01 20:00,94.12,6270,6662,392,2,100.63,101.5625, 
2014-11-01 16:00,99.39,11965,12039,74,3,99.07,109.375, 
2014-11-01 12:00,99.22,10097,10176,79,0,97.67,179.6875, 
2014-11-01 08:00,98.94,16730,16910,180,1,99.09,335.9375, 
2014-11-01 04:00,98.92,9029,9128,99,1,97.97,125.0, 
2014-11-01 00:00,94.43,1152,1220,68,0,97.75,218.75, 
2014-10-31 20:00,98.84,13725,13886,161,1,100.11,218.75, 
2014-10-31 16:00,99.07,18162,18332,170,4,98.94,187.5, 
2014-10-31 12:00,98.81,18807,19033,226,0,96.35,1007.8125, 
2014-10-31 08:00,98.28,20447,20804,357,0,95.97,421.875, 
2014-10-31 04:00,97.48,4921,5048,127,0,96.44,156.25, 
2014-10-31 00:00,99.82,2175,2179,4,0,96.62,101.5625, 
2014-10-30 20:00,99.0,5261,5314,53,0,99.59,101.5625, 
2014-10-30 16:00,98.86,18767,18983,216,1,98.56,203.125, 
2014-10-30 12:00,98.73,14962,15155,193,2,98.08,117.1875, 
2014-10-30 08:00,99.21,16431,16562,131,1,97.71,109.375, 
2014-10-30 04:00,99.15,10681,10773,92,1,95.84,578.125, 
2014-10-30 00:00,98.54,1351,1371,20,0,95.53,101.5625, 
2014-10-29 20:00,98.63,10439,10584,145,0,99.96,546.875, 
2014-10-29 16:00,98.76,20210,20464,254,3,98.47,132.8125, 
2014-10-29 12:00,99.06,13522,13651,129,3,97.98,296.875, 
2014-10-29 08:00,99.1,21224,21416,192,4,97.87,179.6875, 
2014-10-29 04:00,99.06,10586,10686,100,2,97.04,125.0, 
2014-10-29 00:00,99.77,855,857,2,0,96.06,289.0625, 
2014-10-28 20:00,98.53,5079,5155,76,2,100.11,125.0, 
2014-10-28 12:00,98.92,13335,13480,145,3,98.38,750.0, 
2014-10-28 08:00,98.69,17178,17406,228,2,98.08,156.25, 
2014-10-28 04:00,98.46,11064,11237,173,0,97.54,210.9375, 
2014-10-28 00:00,99.23,2050,2066,16,0,98.55,375.0, 
2014-10-27 20:00,98.78,9206,9320,114,0,100.89,242.1875, 
2014-10-27 16:00,99.24,22461,22634,173,0,99.93,234.375, 
2014-10-27 12:00,98.47,21757,22096,339,2,98.38,156.25, 
2014-10-27 08:00,98.75,17905,18131,226,2,98.8,101.5625, 
2014-10-27 04:00,98.3,11243,11438,195,2,96.49,171.875, 
2014-10-27 00:00,99.07,642,648,6,0,95.76,101.5625, 
2014-10-26 20:00,99.06,11132,11238,106,0,100.55,101.5625, 
2014-10-26 16:00,99.35,19462,19590,128,2,98.65,273.4375, 
2014-10-26 12:00,99.09,17238,17397,159,0,98.18,328.125, 
2014-10-26 08:00,98.57,12845,13032,187,0,97.67,109.375, 
2014-10-26 04:00,98.74,10317,10449,132,0,96.7,257.8125, 
2014-10-26 00:00,93.03,227,244,17,0,95.97,101.5625, 
2014-10-25 20:00,98.53,5900,5988,88,0,99.64,101.5625, 
2014-10-25 16:00,98.9,16779,16965,186,2,98.83,398.4375, 
2014-10-25 12:00,98.49,15573,15812,239,0,98.17,171.875, 
2014-10-25 08:00,99.12,12799,12912,113,0,97.75,148.4375, 
2014-10-25 04:00,98.51,14284,14500,216,0,96.36,226.5625, 
2014-10-25 00:00,96.09,492,512,20,0,93.67,132.8125, 
2014-10-24 20:00,98.07,8197,8358,161,0,99.27,304.6875, 
2014-10-24 16:00,98.64,18618,18874,256,1,98.02,632.8125, 
2014-10-24 12:00,98.62,21132,21428,296,2,98.5,625.0, 
2014-10-24 08:00,98.55,20166,20463,297,1,98.17,273.4375, 
2014-10-24 04:00,98.11,17226,17557,331,0,97.45,265.625, 
2014-10-24 00:00,100.0,220,220,0,0,98.2,101.5625, 
2014-10-23 20:00,98.32,6957,7076,119,0,99.65,671.875, 
2014-10-23 16:00,99.04,18278,18456,178,1,98.52,484.375, 
2014-10-23 12:00,98.76,19517,19763,246,1,98.24,468.75, 
2014-10-23 08:00,99.05,10171,10269,98,0,99.84,195.3125, 
2014-10-23 04:00,99.25,17154,17283,129,1,96.53,203.125, 
