6150221_00	28.4812090082	-16.3365839258	663.5650046775	21 2  2014	 0 5  59.60     	
6150221_00	28.4812089931	-16.3365839262	663.5629328676	21 2  2014	 0 5  59.80     	
6150221_00	28.4812090026	-16.3365839266	663.5678995885	21 2  2014	 0 6  0.00      	
6150221_00	28.4812089936	-16.3365839271	663.5565574886	21 2  2014	 0 6  0.20      	
6150221_00	28.4812089963	-16.3365839196	663.5644263178	21 2  2014	 0 6  0.40      	
6150221_00	28.4812090038	-16.3365839216	663.5704237362	21 2  2014	 0 6  0.60      	
6150221_00	28.4812089892	-16.3365839251	663.5701833162	21 2  2014	 0 6  0.80      	
6150221_00	28.4812089925	-16.3365839396	663.5610239375	21 2  2014	 0 6  1.00      	
6150221_00	28.4812090002	-16.3365839198	663.5676891059	21 2  2014	 0 6  1.20      	
6150221_00	28.4812089817	-16.3365839376	663.5589205287	21 2  2014	 0 6  1.40      	
6150221_00	28.4812089693	-16.3365839368	663.5556368548	21 2  2014	 0 6  1.60      	
6150221_00	28.4812089901	-16.3365839182	663.5684208358	21 2  2014	 0 6  1.80      	
6150221_00	28.4812089931	-16.3365839340	663.5634151287	21 2  2014	 0 6  2.00      	
6150221_00	28.4812089828	-16.3365839360	663.5580824241	21 2  2014	 0 6  2.20      	
6150221_00	28.4812089945	-16.3365839270	663.5654213177	21 2  2014	 0 6  2.40      	
6150221_00	28.4812089857	-16.3365839251	663.5631329818	21 2  2014	 0 6  2.60      	
6150221_00	28.4812089789	-16.3365839427	663.5579665145	21 2  2014	 0 6  2.80      	
6150221_00	28.4812089886	-16.3365839306	663.5676835440	21 2  2014	 0 6  3.00      	
6150221_00	28.4812089788	-16.3365839294	663.5639328863	21 2  2014	 0 6  3.20      	
6150221_00	28.4812089866	-16.3365839376	663.5665274169	21 2  2014	 0 6  3.40      	
6150221_00	28.4812089880	-16.3365839336	663.5580343585	21 2  2014	 0 6  3.60      	
6150221_00	28.4812089906	-16.3365839330	663.5651022941	21 2  2014	 0 6  3.80      	
6150221_00	28.4812089843	-16.3365839164	663.5661536064	21 2  2014	 0 6  4.00      	
6150221_00	28.4812089812	-16.3365839269	663.5637437887	21 2  2014	 0 6  4.20      	
6150221_00	28.4812089752	-16.3365839349	663.5597218210	21 2  2014	 0 6  4.40      	
6150221_00	28.4812089796	-16.3365839330	663.5657939678	21 2  2014	 0 6  4.60      	
6150221_00	28.4812089961	-16.3365839244	663.5621230835	21 2  2014	 0 6  4.80      	
6150221_00	28.4812089753	-16.3365839239	663.5580932014	21 2  2014	 0 6  5.00      	
6150221_00	28.4812089773	-16.3365839203	663.5595897352	21 2  2014	 0 6  5.20      	
6150221_00	28.4812089706	-16.3365839170	663.5583743239	21 2  2014	 0 6  5.40      	
6150221_00	28.4812089753	-16.3365839111	663.5622259518	21 2  2014	 0 6  5.60      	
6150221_00	28.4812089832	-16.3365839151	663.5572389616	21 2  2014	 0 6  5.80      	
6150221_00	28.4812089766	-16.3365839324	663.5612714021	21 2  2014	 0 6  6.00      	
6150221_00	28.4812089839	-16.3365839108	663.5617385618	21 2  2014	 0 6  6.20      	
6150221_00	28.4812089689	-16.3365839204	663.5577197690	21 2  2014	 0 6  6.40      	
6150221_00	28.4812089782	-16.3365839167	663.5620965613	21 2  2014	 0 6  6.60      	
6150221_00	28.4812089800	-16.3365839107	663.5510511715	21 2  2014	 0 6  6.80      	
6150221_00	28.4812089653	-16.3365839337	663.5613286765	21 2  2014	 0 6  7.00      	
6150221_00	28.4812089796	-16.3365839266	663.5597428400	21 2  2014	 0 6  7.20      	
6150221_00	28.4812089769	-16.3365839192	663.5538474023	21 2  2014	 0 6  7.40      	
6150221_00	28.4812089807	-16.3365839241	663.5514226696	21 2  2014	 0 6  7.60      	
6150221_00	28.4812089957	-16.3365839251	663.5524689453	21 2  2014	 0 6  7.80      	
6150221_00	28.4812089874	-16.3365839120	663.5560746212	21 2  2014	 0 6  8.00      	
6150221_00	28.4812089923	-16.3365839001	663.5576802129	21 2  2014	 0 6  8.20      	
6150221_00	28.4812089908	-16.3365839045	663.5560128801	21 2  2014	 0 6  8.40      	
6150221_00	28.4812089826	-16.3365839179	663.5550371017	21 2  2014	 0 6  8.60      	
6150221_00	28.4812089814	-16.3365839261	663.5600027759	21 2  2014	 0 6  8.80      	
6150221_00	28.4812089831	-16.3365839193	663.5516776275	21 2  2014	 0 6  9.00      	
6150221_00	28.4812089871	-16.3365839267	663.5608864119	21 2  2014	 0 6  9.20      	
6150221_00	28.4812089864	-16.3365839196	663.5554439453	21 2  2014	 0 6  9.40      	
6150221_00	28.4812089801	-16.3365839142	663.5621316023	21 2  2014	 0 6  9.60      	
6150221_00	28.4812089793	-16.3365839228	663.5622940725	21 2  2014	 0 6  9.80      	
6150221_00	28.4812089952	-16.3365839181	663.5576746464	21 2  2014	 0 6  10.00     	
6150221_00	28.4812089870	-16.3365839172	663.5588110471	21 2  2014	 0 6  10.20     	
6150221_00	28.4812089905	-16.3365839127	663.5563357258	21 2  2014	 0 6  10.40     	
6150221_00	28.4812089784	-16.3365839192	663.5545442952	21 2  2014	 0 6  10.60     	
6150221_00	28.4812089867	-16.3365839114	663.5572129339	21 2  2014	 0 6  10.80     	
6150221_00	28.4812089810	-16.3365839349	663.5512631005	21 2  2014	 0 6  11.00     	
6150221_00	28.4812089935	-16.3365839357	663.5549729913	21 2  2014	 0 6  11.20     	
6150221_00	28.4812089861	-16.3365839347	663.5573682385	21 2  2014	 0 6  11.40     	
6150221_00	28.4812089842	-16.3365839305	663.5537144672	21 2  2014	 0 6  11.60     	
6150221_00	28.4812089815	-16.3365839163	663.5505380919	21 2  2014	 0 6  11.80     	
6150221_00	28.4812089785	-16.3365839263	663.5545702530	21 2  2014	 0 6  12.00     	
6150221_00	28.4812089846	-16.3365839097	663.5512633538	21 2  2014	 0 6  12.20     	
6150221_00	28.4812089817	-16.3365839108	663.5545456149	21 2  2014	 0 6  12.40     	
6150221_00	28.4812089902	-16.3365839169	663.5566674322	21 2  2014	 0 6  12.60     	
6150221_00	28.4812089939	-16.3365839085	663.5656849407	21 2  2014	 0 6  12.80     	
6150221_00	28.4812089861	-16.3365839250	663.5572218699	21 2  2014	 0 6  13.00     	
6150221_00	28.4812089719	-16.3365839170	663.5574982595	21 2  2014	 0 6  13.20     	
6150221_00	28.4812089889	-16.3365839176	663.5588884978	21 2  2014	 0 6  13.40     	
6150221_00	28.4812089684	-16.3365839232	663.5580274872	21 2  2014	 0 6  13.60     	
6150221_00	28.4812089793	-16.3365839175	663.5626158230	21 2  2014	 0 6  13.80     	
6150221_00	28.4812089910	-16.3365839157	663.5620957250	21 2  2014	 0 6  14.00     	
6150221_00	28.4812089869	-16.3365839182	663.5598696591	21 2  2014	 0 6  14.20     	
6150221_00	28.4812089891	-16.3365839172	663.5586460046	21 2  2014	 0 6  14.40     	
6150221_00	28.4812089886	-16.3365839192	663.5576001266	21 2  2014	 0 6  14.60     	
6150221_00	28.4812089841	-16.3365839322	663.5564150754	21 2  2014	 0 6  14.80     	
6150221_00	28.4812089842	-16.3365839250	663.5543828197	21 2  2014	 0 6  15.00     	
6150221_00	28.4812089828	-16.3365839247	663.5503959376	21 2  2014	 0 6  15.20     	
6150221_00	28.4812089846	-16.3365839146	663.5529880403	21 2  2014	 0 6  15.40     	
6150221_00	28.4812089686	-16.3365839339	663.5487696147	21 2  2014	 0 6  15.60     	
6150221_00	28.4812089939	-16.3365839249	663.5550235556	21 2  2014	 0 6  15.80     	
6150221_00	28.4812089880	-16.3365839228	663.5553467674	21 2  2014	 0 6  16.00     	
6150221_00	28.4812089914	-16.3365839112	663.5563950166	21 2  2014	 0 6  16.20     	
6150221_00	28.4812089876	-16.3365839187	663.5503413370	21 2  2014	 0 6  16.40     	
6150221_00	28.4812089869	-16.3365839169	663.5500335461	21 2  2014	 0 6  16.60     	
6150221_00	28.4812089778	-16.3365839194	663.5510635581	21 2  2014	 0 6  16.80     	
6150221_00	28.4812089852	-16.3365839230	663.5572521314	21 2  2014	 0 6  17.00     	
6150221_00	28.4812089934	-16.3365839146	663.5569795184	21 2  2014	 0 6  17.20     	
6150221_00	28.4812089855	-16.3365839299	663.5535172028	21 2  2014	 0 6  17.40     	
6150221_00	28.4812089899	-16.3365839208	663.5561881410	21 2  2014	 0 6  17.60     	
6150221_00	28.4812089873	-16.3365839320	663.5610629441	21 2  2014	 0 6  17.80     	
6150221_00	28.4812089807	-16.3365839371	663.5539573468	21 2  2014	 0 6  18.00     	
6150221_00	28.4812089923	-16.3365839267	663.5602027681	21 2  2014	 0 6  18.20     	
6150221_00	28.4812089783	-16.3365839307	663.5579841463	21 2  2014	 0 6  18.40     	
6150221_00	28.4812089917	-16.3365839227	663.5513325240	21 2  2014	 0 6  18.60     	
6150221_00	28.4812089844	-16.3365839240	663.5548011819	21 2  2014	 0 6  18.80     	
6150221_00	28.4812089892	-16.3365839257	663.5538916262	21 2  2014	 0 6  19.00     	
6150221_00	28.4812089832	-16.3365839291	663.5565828374	21 2  2014	 0 6  19.20     	
6150221_00	28.4812089782	-16.3365839238	663.5500371922	21 2  2014	 0 6  19.40     	
6150221_00	28.4812089845	-16.3365839392	663.5519034937	21 2  2014	 0 6  19.60     	
6150221_00	28.4812089955	-16.3365839246	663.5579689536	21 2  2014	 0 6  19.80     	
6150221_00	28.4812089797	-16.3365839341	663.5553089678	21 2  2014	 0 6  20.00     	
6150221_00	28.4812089868	-16.3365839221	663.5608463781	21 2  2014	 0 6  20.20     	
6150221_00	28.4812089860	-16.3365839223	663.5518758390	21 2  2014	 0 6  20.40     	
6150221_00	28.4812089757	-16.3365839339	663.5527792862	21 2  2014	 0 6  20.60     	
6150221_00	28.4812089717	-16.3365839361	663.5528293438	21 2  2014	 0 6  20.80     	
6150221_00	28.4812089984	-16.3365839155	663.5606927043	21 2  2014	 0 6  21.00     	
6150221_00	28.4812089793	-16.3365839395	663.5554137519	21 2  2014	 0 6  21.20     	
6150221_00	28.4812089814	-16.3365839254	663.5579617908	21 2  2014	 0 6  21.40     	
6150221_00	28.4812090045	-16.3365839262	663.5638875552	21 2  2014	 0 6  21.60     	
6150221_00	28.4812089861	-16.3365839284	663.5576904807	21 2  2014	 0 6  21.80     	
6150221_00	28.4812089883	-16.3365839211	663.5533280913	21 2  2014	 0 6  22.00     	
6150221_00	28.4812089732	-16.3365839274	663.5574891940	21 2  2014	 0 6  22.20     	
6150221_00	28.4812089931	-16.3365839292	663.5581795191	21 2  2014	 0 6  22.40     	
6150221_00	28.4812089943	-16.3365839307	663.5603153808	21 2  2014	 0 6  22.60     	
6150221_00	28.4812089850	-16.3365839444	663.5533189774	21 2  2014	 0 6  22.80     	
6150221_00	28.4812089874	-16.3365839376	663.5494177910	21 2  2014	 0 6  23.00     	
6150221_00	28.4812089944	-16.3365839247	663.5542048281	21 2  2014	 0 6  23.20     	
6150221_00	28.4812089946	-16.3365839239	663.5502463961	21 2  2014	 0 6  23.40     	
6150221_00	28.4812089942	-16.3365839301	663.5543314973	21 2  2014	 0 6  23.60     	
6150221_00	28.4812089887	-16.3365839361	663.5559582151	21 2  2014	 0 6  23.80     	
6150221_00	28.4812089932	-16.3365839237	663.5533421263	21 2  2014	 0 6  24.00     	
6150221_00	28.4812089959	-16.3365839180	663.5522672478	21 2  2014	 0 6  24.20     	
6150221_00	28.4812089908	-16.3365839342	663.5588270314	21 2  2014	 0 6  24.40     	
6150221_00	28.4812089970	-16.3365839306	663.5560341096	21 2  2014	 0 6  24.60     	
6150221_00	28.4812089804	-16.3365839397	663.5609037178	21 2  2014	 0 6  24.80     	
6150221_00	28.4812089925	-16.3365839296	663.5621020915	21 2  2014	 0 6  25.00     	
6150221_00	28.4812089849	-16.3365839255	663.5605966225	21 2  2014	 0 6  25.20     	
6150221_00	28.4812089992	-16.3365839294	663.5641970402	21 2  2014	 0 6  25.40     	
6150221_00	28.4812089907	-16.3365839356	663.5569682606	21 2  2014	 0 6  25.60     	
6150221_00	28.4812089947	-16.3365839194	663.5596659575	21 2  2014	 0 6  25.80     	
6150221_00	28.4812090028	-16.3365839181	663.5586020257	21 2  2014	 0 6  26.00     	
6150221_00	28.4812089976	-16.3365839251	663.5623119371	21 2  2014	 0 6  26.20     	
6150221_00	28.4812089910	-16.3365839258	663.5587810790	21 2  2014	 0 6  26.40     	
6150221_00	28.4812089933	-16.3365839150	663.5619038865	21 2  2014	 0 6  26.60     	
6150221_00	28.4812089935	-16.3365839225	663.5600060830	21 2  2014	 0 6  26.80     	
6150221_00	28.4812089933	-16.3365839249	663.5638421820	21 2  2014	 0 6  27.00     	
6150221_00	28.4812090013	-16.3365839210	663.5580843510	21 2  2014	 0 6  27.20     	
6150221_00	28.4812090075	-16.3365839160	663.5587894898	21 2  2014	 0 6  27.40     	
6150221_00	28.4812089895	-16.3365839429	663.5606806092	21 2  2014	 0 6  27.60     	
6150221_00	28.4812090064	-16.3365838992	663.5612468552	21 2  2014	 0 6  27.80     	
6150221_00	28.4812090023	-16.3365839277	663.5645039268	21 2  2014	 0 6  28.00     	
6150221_00	28.4812089956	-16.3365839044	663.5648746677	21 2  2014	 0 6  28.20     	
6150221_00	28.4812089931	-16.3365839149	663.5613849061	21 2  2014	 0 6  28.40     	
6150221_00	28.4812090033	-16.3365839228	663.5616410803	21 2  2014	 0 6  28.60     	
6150221_00	28.4812090124	-16.3365839156	663.5669359202	21 2  2014	 0 6  28.80     	
6150221_00	28.4812089950	-16.3365839339	663.5615481054	21 2  2014	 0 6  29.00     	
6150221_00	28.4812090042	-16.3365839252	663.5621336987	21 2  2014	 0 6  29.20     	
6150221_00	28.4812090004	-16.3365839304	663.5673616398	21 2  2014	 0 6  29.40     	
6150221_00	28.4812090047	-16.3365839182	663.5604998004	21 2  2014	 0 6  29.60     	
6150221_00	28.4812090121	-16.3365839104	663.5671824813	21 2  2014	 0 6  29.80     	
6150221_00	28.4812090094	-16.3365839217	663.5612493167	21 2  2014	 0 6  30.00     	
6150221_00	28.4812090124	-16.3365839165	663.5635839682	21 2  2014	 0 6  30.20     	
6150221_00	28.4812089965	-16.3365839205	663.5594609398	21 2  2014	 0 6  30.40     	
6150221_00	28.4812090108	-16.3365839082	663.5646081483	21 2  2014	 0 6  30.60     	
6150221_00	28.4812090021	-16.3365838964	663.5587015972	21 2  2014	 0 6  30.80     	
6150221_00	28.4812090020	-16.3365838964	663.5640701298	21 2  2014	 0 6  31.00     	
6150221_00	28.4812089977	-16.3365839199	663.5660008425	21 2  2014	 0 6  31.20     	
6150221_00	28.4812089849	-16.3365839076	663.5599007010	21 2  2014	 0 6  31.40     	
6150221_00	28.4812090041	-16.3365839146	663.5612802338	21 2  2014	 0 6  31.60     	
6150221_00	28.4812090091	-16.3365838921	663.5579700498	21 2  2014	 0 6  31.80     	
6150221_00	28.4812090125	-16.3365839135	663.5630007777	21 2  2014	 0 6  32.00     	
6150221_00	28.4812090057	-16.3365839194	663.5624075504	21 2  2014	 0 6  32.20     	
6150221_00	28.4812089998	-16.3365839226	663.5606992524	21 2  2014	 0 6  32.40     	
6150221_00	28.4812089981	-16.3365839150	663.5604684819	21 2  2014	 0 6  32.60     	
6150221_00	28.4812090158	-16.3365839017	663.5630700244	21 2  2014	 0 6  32.80     	
6150221_00	28.4812090082	-16.3365839158	663.5627406575	21 2  2014	 0 6  33.00     	
6150221_00	28.4812090084	-16.3365839178	663.5570930168	21 2  2014	 0 6  33.20     	
6150221_00	28.4812089944	-16.3365839071	663.5599148879	21 2  2014	 0 6  33.40     	
6150221_00	28.4812090130	-16.3365839048	663.5632377239	21 2  2014	 0 6  33.60     	
6150221_00	28.4812090050	-16.3365839040	663.5610020868	21 2  2014	 0 6  33.80     	
6150221_00	28.4812090162	-16.3365839089	663.5653895475	21 2  2014	 0 6  34.00     	
6150221_00	28.4812089883	-16.3365839237	663.5574962888	21 2  2014	 0 6  34.20     	
6150221_00	28.4812090158	-16.3365839190	663.5655137775	21 2  2014	 0 6  34.40     	
6150221_00	28.4812090053	-16.3365839191	663.5642662486	21 2  2014	 0 6  34.60     	
6150221_00	28.4812090195	-16.3365839268	663.5675059399	21 2  2014	 0 6  34.80     	
6150221_00	28.4812090116	-16.3365839170	663.5640638573	21 2  2014	 0 6  35.00     	
6150221_00	28.4812090064	-16.3365839222	663.5644898769	21 2  2014	 0 6  35.20     	
6150221_00	28.4812090200	-16.3365839173	663.5675124414	21 2  2014	 0 6  35.40     	
6150221_00	28.4812090124	-16.3365839183	663.5628412412	21 2  2014	 0 6  35.60     	
6150221_00	28.4812090229	-16.3365839147	663.5638398677	21 2  2014	 0 6  35.80     	
6150221_00	28.4812090190	-16.3365839094	663.5644096341	21 2  2014	 0 6  36.00     	
6150221_00	28.4812090191	-16.3365839052	663.5621587271	21 2  2014	 0 6  36.20     	
6150221_00	28.4812090116	-16.3365839182	663.5601982502	21 2  2014	 0 6  36.40     	
6150221_00	28.4812090189	-16.3365839231	663.5612835474	21 2  2014	 0 6  36.60     	
6150221_00	28.4812090245	-16.3365839074	663.5582857598	21 2  2014	 0 6  36.80     	
6150221_00	28.4812090014	-16.3365839227	663.5575350262	21 2  2014	 0 6  37.00     	
6150221_00	28.4812090084	-16.3365839121	663.5614553113	21 2  2014	 0 6  37.20     	
6150221_00	28.4812090131	-16.3365839195	663.5648467373	21 2  2014	 0 6  37.40     	
6150221_00	28.4812089971	-16.3365839163	663.5561302388	21 2  2014	 0 6  37.60     	
6150221_00	28.4812090003	-16.3365839101	663.5595146446	21 2  2014	 0 6  37.80     	
6150221_00	28.4812089938	-16.3365839208	663.5546485782	21 2  2014	 0 6  38.00     	
6150221_00	28.4812089978	-16.3365839109	663.5587802576	21 2  2014	 0 6  38.20     	
6150221_00	28.4812090113	-16.3365839092	663.5627387092	21 2  2014	 0 6  38.40     	
6150221_00	28.4812089987	-16.3365839252	663.5545608941	21 2  2014	 0 6  38.60     	
6150221_00	28.4812090007	-16.3365839137	663.5610452667	21 2  2014	 0 6  38.80     	
6150221_00	28.4812090072	-16.3365839181	663.5572377974	21 2  2014	 0 6  39.00     	
6150221_00	28.4812089969	-16.3365839023	663.5584254097	21 2  2014	 0 6  39.20     	
6150221_00	28.4812089997	-16.3365839138	663.5564907240	21 2  2014	 0 6  39.40     	
6150221_00	28.4812090128	-16.3365839122	663.5600073300	21 2  2014	 0 6  39.60     	
6150221_00	28.4812090033	-16.3365839184	663.5573299360	21 2  2014	 0 6  39.80     	
6150221_00	28.4812090076	-16.3365839148	663.5584272482	21 2  2014	 0 6  40.00     	
6150221_00	28.4812090112	-16.3365839228	663.5576437777	21 2  2014	 0 6  40.20     	
6150221_00	28.4812089903	-16.3365839231	663.5561462771	21 2  2014	 0 6  40.40     	
6150221_00	28.4812090157	-16.3365839271	663.5681009805	21 2  2014	 0 6  40.60     	
6150221_00	28.4812090021	-16.3365839197	663.5602499293	21 2  2014	 0 6  40.80     	
6150221_00	28.4812089984	-16.3365839267	663.5550927445	21 2  2014	 0 6  41.00     	
6150221_00	28.4812089947	-16.3365839301	663.5583572648	21 2  2014	 0 6  41.20     	
6150221_00	28.4812090046	-16.3365839292	663.5602142103	21 2  2014	 0 6  41.40     	
6150221_00	28.4812090098	-16.3365839103	663.5561938407	21 2  2014	 0 6  41.60     	
6150221_00	28.4812090060	-16.3365839187	663.5568170454	21 2  2014	 0 6  41.80     	
6150221_00	28.4812089954	-16.3365839112	663.5612149369	21 2  2014	 0 6  42.00     	
6150221_00	28.4812089945	-16.3365839272	663.5615617847	21 2  2014	 0 6  42.20     	
6150221_00	28.4812089936	-16.3365839278	663.5645086747	21 2  2014	 0 6  42.40     	
6150221_00	28.4812090053	-16.3365839374	663.5644369116	21 2  2014	 0 6  42.60     	
6150221_00	28.4812089957	-16.3365839316	663.5615463844	21 2  2014	 0 6  42.80     	
6150221_00	28.4812089862	-16.3365839378	663.5571286874	21 2  2014	 0 6  43.00     	
6150221_00	28.4812089980	-16.3365839329	663.5543025061	21 2  2014	 0 6  43.20     	
6150221_00	28.4812089903	-16.3365839178	663.5668573501	21 2  2014	 0 6  43.40     	
6150221_00	28.4812090020	-16.3365839191	663.5614370080	21 2  2014	 0 6  43.60     	
6150221_00	28.4812090047	-16.3365839304	663.5639331629	21 2  2014	 0 6  43.80     	
6150221_00	28.4812090086	-16.3365839193	663.5636070799	21 2  2014	 0 6  44.00     	
6150221_00	28.4812090055	-16.3365839158	663.5613641003	21 2  2014	 0 6  44.20     	
6150221_00	28.4812089994	-16.3365839195	663.5650957199	21 2  2014	 0 6  44.40     	
6150221_00	28.4812090023	-16.3365839252	663.5657044686	21 2  2014	 0 6  44.60     	
