Cat,Length,FSPEC,DI I010/010 SAC,DI I010/010 SIC,DI I010/000 Message Type,DI I010/020 TRD Type,DI I010/020 TRD DCR,DI I010/020 TRD CHN,DI I010/020 TRD GBS,DI I010/020 TRD CRT,DI I010/140 Time of Day,ADD ON time at recorder,ADD ON delta(t),DI I010/041 Lat,DI I010/041 Lon,DI I010/040 Rho,DI I010/040 Theta,DI I010/042 X,DI I010/042 Y,DI I010/200 V_rho,DI I010/200 V_theta,DI I010/202 V_x,DI I010/202 V_y,DI I010/161 Track No.,DI I010/170 Track Status,DI I010/060 ModeA,DI I010/220 Target Address,DI I010/245 Target ID,DI I010/250 Mode S MB Data,DI I010/300 Vehicle FID,DI I010/090 Fight Level,DI I010/091 Measured Height,DI I010/270 T. Size ,DI I010/270 T. Orientation,DI I010/270 T. Width,DI I010/550 System Status NOGO,DI I010/550 System Status OVL,DI I010/550 System Status TSV,DI I010/550 System Status DIV,DI I010/550 System Status TTF,DI I010/310 PreProgrammed Message,DI I010/550 Standard Deviation of Position sigmaX,DI I010/550 Standard Deviation of Position sigmaY,DI I010/550 Standard Deviation of Position covariXY,DI I010/280 Presence,DI I010/131 Amplitude of Primary Plot,DI I010/210 Calculated Acceleration,SP Special Purpose Field,RE Reserved Expansion Field
10,20,[208],1,0,Start of Update Cycle,,,,,,28842.0,28842.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,52,[247 241   9  48],1,0,Target Report,PSR,0,2,0,0,28843.0,28843.0,0.0,,,1776.0,103.1561279296875,1728,-408,510.0,-68.323974609375,-214,86,2768,5,,,,,,,,67,-133,82,,,,,,,,,,,,,,
10,52,[247 241   9  48],1,0,Target Report,PSR,0,2,0,0,28843.0,28843.0,0.0,,,1342.0,-51.96533203125,-1051,834,93.0,121.673583984375,36,-22,2767,5,,,,,,,,43,244,24,,,,,,,,,,,,,,
10,20,[208],1,0,Start of Update Cycle,,,,,,28843.0,28843.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,52,[247 241   9  48],1,0,Target Report,PSR,0,2,0,0,28844.0,28844.0,0.0,,,1721.0,102.8814697265625,1677,-387,494.0,-68.5601806640625,-207,83,2768,5,,,,,,,,67,-133,74,,,,,,,,,,,,,,
10,52,[247 241   9  48],1,0,Target Report,PSR,0,2,0,0,28844.0,28844.0,0.0,,,1330.0,-51.7620849609375,-1039,830,110.0,107.5396728515625,48,-15,2767,5,,,,,,,,37,216,32,,,,,,,,,,,,,,
10,20,[208],1,0,Start of Update Cycle,,,,,,28844.0,28844.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,23,[209   1   4],1,0,Periodic Status Message,,,,,,28844.0,28844.0,0.0,,,,,,,,,,,,,,,,,,,,,,,Operational,No overload,Time source VALID,Normal Operation,Test Target Operative,,,,,,,,,
10,52,[247 241   9  48],1,0,Target Report,PSR,0,2,0,0,28845.0,28845.0,0.0,,,1665.0,102.59033203125,1625,-367,496.0,-68.6920166015625,-209,83,2768,5,,,,,,,,73,-133,82,,,,,,,,,,,,,,
10,52,[247 241   9  48],1,0,Target Report,PSR,0,2,0,0,28845.0,28845.0,0.0,,,1320.0,-51.5863037109375,-1029,827,95.0,107.2650146484375,41,-13,2767,5,,,,,,,,37,216,28,,,,,,,,,,,,,,
10,20,[208],1,0,Start of Update Cycle,,,,,,28845.0,28845.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,52,[247 241   9  48],1,0,Target Report,PSR,0,2,0,0,28846.0,28846.0,0.0,,,1609.0,102.32666015625,1571,-347,506.0,-70.125732421875,-215,79,2768,5,,,,,,,,79,-138,84,,,,,,,,,,,,,,
10,52,[247 241   9  48],1,0,Target Report,PSR,0,2,0,0,28846.0,28846.0,0.0,,,1308.0,-51.4434814453125,-1017,822,107.0,112.3406982421875,45,-19,2767,5,,,,,,,,25,227,32,,,,,,,,,,,,,,
10,20,[208],1,0,Start of Update Cycle,,,,,,28846.0,28846.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,52,[247 241   9  48],1,0,Target Report,PSR,0,2,0,0,28847.0,28847.0,0.0,,,1551.0,101.9805908203125,1517,-325,511.0,-68.7579345703125,-215,85,2768,5,,,,,,,,73,-133,80,,,,,,,,,,,,,,
10,52,[247 241   9  48],1,0,Target Report,PSR,0,2,0,0,28847.0,28847.0,0.0,,,1298.0,-51.2896728515625,-1008,819,93.0,109.4512939453125,40,-14,2767,5,,,,,,,,37,222,24,,,,,,,,,,,,,,
10,20,[208],1,0,Start of Update Cycle,,,,,,28847.0,28847.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,52,[247 241   9  48],1,0,Target Report,PSR,0,2,0,0,28848.0,28848.0,0.0,,,1496.0,101.7059326171875,1464,-307,498.0,-70.6146240234375,-212,76,2768,5,,,,,,,,79,-138,60,,,,,,,,,,,,,,
10,52,[247 241   9  48],1,0,Target Report,PSR,0,2,0,0,28848.0,28848.0,0.0,,,1288.0,-51.119384765625,-997,815,97.0,108.797607421875,41,-14,2767,5,,,,,,,,31,222,32,,,,,,,,,,,,,,
10,20,[208],1,0,Start of Update Cycle,,,,,,28848.0,28849.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,52,[247 241   9  48],1,0,Target Report,PSR,0,2,0,0,28849.0,28849.0,0.0,,,1440.0,101.392822265625,1411,-288,497.0,-70.4827880859375,-211,76,2768,5,,,,,,,,73,-138,66,,,,,,,,,,,,,,
10,52,[247 241   9  48],1,0,Target Report,PSR,0,2,0,0,28849.0,28849.0,0.0,,,1280.0,-51.0040283203125,-989,812,77.0,111.4013671875,32,-13,2767,5,,,,,,,,31,227,24,,,,,,,,,,,,,,
10,20,[208],1,0,Start of Update Cycle,,,,,,28849.0,28849.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,23,[209   1   4],1,0,Periodic Status Message,,,,,,28849.0,28849.0,0.0,,,,,,,,,,,,,,,,,,,,,,,Operational,No overload,Time source VALID,Normal Operation,Test Target Operative,,,,,,,,,
10,52,[247 241   9  48],1,0,Target Report,PSR,0,2,0,0,28850.0,28850.0,0.0,,,1384.0,100.9478759765625,1358,-266,505.0,-68.1866455078125,-212,86,2768,5,,,,,,,,73,-133,64,,,,,,,,,,,,,,
10,52,[247 241   9  48],1,0,Target Report,PSR,0,2,0,0,28850.0,28850.0,0.0,,,1268.0,-50.8282470703125,-978,808,107.0,110.3961181640625,45,-17,2767,5,,,,,,,,31,222,32,,,,,,,,,,,,,,
10,20,[208],1,0,Start of Update Cycle,,,,,,28850.0,28850.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,52,[247 241   9  48],1,0,Target Report,PSR,0,2,0,0,28851.0,28851.0,0.0,,,1329.0,100.56884765625,1306,-247,493.0,-70.0872802734375,-209,77,2768,5,,,,,,,,73,-138,70,,,,,,,,,,,,,,
10,52,[247 241   9  48],1,0,Target Report,PSR,0,2,0,0,28851.0,28851.0,0.0,,,1258.0,-50.701904296875,-968,803,91.0,113.873291015625,38,-17,2767,5,,,,,,,,37,233,34,,,,,,,,,,,,,,
10,20,[208],1,0,Start of Update Cycle,,,,,,28851.0,28851.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,52,[247 241   9  48],1,0,Target Report,PSR,0,2,0,0,28852.0,28852.0,0.0,,,1271.0,100.1513671875,1251,-227,515.0,-70.51025390625,-219,79,2768,5,,,,,,,,67,-138,70,,,,,,,,,,,,,,
10,52,[247 241   9  48],1,0,Target Report,PSR,0,2,0,0,28852.0,28852.0,0.0,,,1249.0,-50.570068359375,-960,800,86.0,111.5057373046875,36,-14,2767,5,,,,,,,,37,227,38,,,,,,,,,,,,,,
10,20,[208],1,0,Start of Update Cycle,,,,,,28852.0,28852.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,52,[247 241   9  48],1,0,Target Report,PSR,0,2,0,0,28853.0,28853.0,0.0,,,1215.0,99.678955078125,1198,-207,501.0,-69.89501953125,-212,79,2768,5,,,,,,,,73,-138,70,,,,,,,,,,,,,,
10,52,[247 241   9  48],1,0,Target Report,PSR,0,2,0,0,28853.0,28853.0,0.0,,,1242.0,-50.504150390625,-953,796,70.0,118.773193359375,28,-15,2767,5,,,,,,,,37,239,26,,,,,,,,,,,,,,
10,20,[208],1,0,Start of Update Cycle,,,,,,28853.0,28853.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,52,[247 241   9  48],1,0,Target Report,PSR,0,2,0,0,28854.0,28854.0,0.0,,,1161.0,99.2779541015625,1145,-190,492.0,-71.8450927734375,-211,71,2768,5,,,,,,,,67,-138,50,,,,,,,,,,,,,,
10,52,[247 241   9  48],1,0,Target Report,PSR,0,2,0,0,28854.0,28854.0,0.0,,,1231.0,-50.3668212890625,-943,792,92.0,113.5546875,38,-17,2767,5,,,,,,,,31,227,26,,,,,,,,,,,,,,
10,20,[208],1,0,Start of Update Cycle,,,,,,28854.0,28854.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,23,[209   1   4],1,0,Periodic Status Message,,,,,,28854.0,28854.0,0.0,,,,,,,,,,,,,,,,,,,,,,,Operational,No overload,Time source VALID,Normal Operation,Test Target Operative,,,,,,,,,
10,52,[247 241   9  48],1,0,Target Report,PSR,0,2,0,0,28855.0,28855.0,0.0,,,1104.0,98.734130859375,1091,-170,506.0,-70.55419921875,-215,78,2768,5,,,,,,,,73,-138,58,,,,,,,,,,,,,,
10,52,[247 241   9  48],1,0,Target Report,PSR,0,2,0,0,28855.0,28855.0,0.0,,,1224.0,-50.196533203125,-935,790,77.0,105.97412109375,34,-10,2767,5,,,,,,,,37,216,34,,,,,,,,,,,,,,
10,20,[208],1,0,Start of Update Cycle,,,,,,28855.0,28855.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,52,[247 241   9  48],1,0,Target Report,PSR,0,2,0,0,28856.0,28856.0,0.0,,,1047.0,98.1243896484375,1036,-150,515.0,-70.433349609375,-219,79,2768,5,,,,,,,,67,-138,48,,,,,,,,,,,,,,
10,52,[247 241   9  48],1,0,Target Report,PSR,0,2,0,0,28856.0,28856.0,0.0,,,1212.0,-49.7625732421875,-920,789,123.0,91.6973876953125,56,-2,2767,5,,,,,,,,49,188,52,,,,,,,,,,,,,,
10,20,[208],1,0,Start of Update Cycle,,,,,,28856.0,28856.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,52,[247 241   9  48],1,0,Target Report,PSR,0,2,0,0,28857.0,28857.0,0.0,,,993.0,97.393798828125,985,-130,491.0,-69.0655517578125,-207,81,2768,5,,,,,,,,67,-133,42,,,,,,,,,,,,,,
10,52,[247 241   9  48],1,0,Target Report,PSR,0,2,0,0,28857.0,28857.0,0.0,,,1206.0,-49.6307373046875,-913,787,68.0,107.2760009765625,29,-9,2767,5,,,,,,,,31,216,52,,,,,,,,,,,,,,
10,20,[208],1,0,Start of Update Cycle,,,,,,28857.0,28857.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,52,[247 241   9  48],1,0,Target Report,PSR,0,2,0,0,28858.0,28858.0,0.0,,,935.0,96.668701171875,929,-111,519.0,-71.0760498046875,-221,77,2768,5,,,,,,,,55,-138,44,,,,,,,,,,,,,,
10,52,[247 241   9  48],1,0,Target Report,PSR,0,2,0,0,28858.0,28858.0,0.0,,,1201.0,-49.493408203125,-908,786,56.0,99.99755859375,25,-4,2767,5,,,,,,,,31,205,36,,,,,,,,,,,,,,
10,20,[208],1,0,Start of Update Cycle,,,,,,28858.0,28858.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,52,[247 241   9  48],1,0,Target Report,PSR,0,2,0,0,28859.0,28859.0,0.0,,,878.0,95.5645751953125,874,-87,526.0,-67.52197265625,-219,92,2768,5,,,,,,,,43,-133,48,,,,,,,,,,,,,,
10,52,[247 241   9  48],1,0,Target Report,PSR,0,2,0,0,28859.0,28859.0,0.0,,,1197.0,-49.229736328125,-901,788,60.0,79.8651123046875,27,5,2767,5,,,,,,,,31,160,34,,,,,,,,,,,,,,
10,20,[208],1,0,Start of Update Cycle,,,,,,28859.0,28859.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,23,[209   1   4],1,0,Periodic Status Message,,,,,,28859.0,28859.0,0.0,,,,,,,,,,,,,,,,,,,,,,,Operational,No overload,Time source VALID,Normal Operation,Test Target Operative,,,,,,,,,
10,52,[247 241   9  48],1,0,Target Report,PSR,0,2,0,0,28860.0,28860.0,0.0,,,820.0,94.735107421875,817,-69,523.0,-72.44384765625,-225,73,2768,5,,,,,,,,55,-144,48,,,,,,,,,,,,,,
10,52,[247 241   9  48],1,0,Target Report,PSR,0,2,0,0,28860.0,28860.0,0.0,,,1195.0,-48.8232421875,-894,793,73.0,54.810791015625,27,19,2767,5,,,,,,,,25,115,40,,,,,,,,,,,,,,
10,20,[208],1,0,Start of Update Cycle,,,,,,28860.0,28860.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,52,[247 241   9  48],1,0,Target Report,PSR,0,2,0,0,28861.0,28861.0,0.0,,,762.0,93.526611328125,760,-48,533.0,-70.3948974609375,-227,82,2768,5,,,,,,,,49,-138,36,,,,,,,,,,,,,,
10,20,[208],1,0,Start of Update Cycle,,,,,,28861.0,28861.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,52,[247 241   9  48],1,0,Target Report,PSR,0,2,0,0,28862.0,28862.0,0.0,,,711.0,92.1917724609375,710,-29,485.0,-68.9337158203125,-204,80,2768,5,,,,,,,,67,-133,40,,,,,,,,,,,,,,
10,20,[208],1,0,Start of Update Cycle,,,,,,28862.0,28862.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,52,[247 241   9  48],1,0,Target Report,PSR,0,2,0,0,28863.0,28863.0,0.0,,,657.0,90.6536865234375,657,-9,498.0,-69.708251953125,-211,79,2768,5,,,,,,,,67,-138,32,,,,,,,,,,,,,,
10,20,[208],1,0,Start of Update Cycle,,,,,,28863.0,28863.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,52,[247 241   9  48],1,0,Target Report,PSR,0,2,0,0,28864.0,28864.0,0.0,,,602.0,88.7255859375,602,12,516.0,-69.5654296875,-218,83,2768,5,,,,,,,,73,-138,42,,,,,,,,,,,,,,
10,20,[208],1,0,Start of Update Cycle,,,,,,28864.0,28864.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,23,[209   1   4],1,0,Periodic Status Message,,,,,,28864.0,28864.0,0.0,,,,,,,,,,,,,,,,,,,,,,,Operational,No overload,Time source VALID,Normal Operation,Test Target Operative,,,,,,,,,
10,52,[247 241   9  48],1,0,Target Report,PSR,0,2,0,0,28865.0,28865.0,0.0,,,547.0,86.4129638671875,546,33,521.0,-69.521484375,-220,84,2768,5,,,,,,,,67,-133,30,,,,,,,,,,,,,,
10,20,[208],1,0,Start of Update Cycle,,,,,,28865.0,28865.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,52,[247 241   9  48],1,0,Target Report,PSR,0,2,0,0,28866.0,28866.0,0.0,,,496.0,83.704833984375,493,53,512.0,-69.6807861328125,-216,82,2768,5,,,,,,,,67,-138,54,,,,,,,,,,,,,,
10,20,[208],1,0,Start of Update Cycle,,,,,,28866.0,28866.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,52,[247 241   9  48],1,0,Target Report,PSR,0,2,0,0,28867.0,28867.0,0.0,,,444.0,80.35400390625,438,74,513.0,-69.730224609375,-217,82,2768,5,,,,,,,,73,-138,42,,,,,,,,,,,,,,
10,20,[208],1,0,Start of Update Cycle,,,,,,28867.0,28867.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,52,[247 241   9  48],1,0,Target Report,PSR,0,2,0,0,28868.0,28868.0,0.0,,,395.0,76.201171875,384,94,511.0,-69.949951171875,-216,81,2768,5,,,,,,,,67,-138,36,,,,,,,,,,,,,,
10,20,[208],1,0,Start of Update Cycle,,,,,,28868.0,28868.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,52,[247 241   9  48],1,0,Target Report,PSR,0,2,0,0,28868.0,28869.0,1.0,,,350.0,70.8673095703125,330,114,507.0,-69.27978515625,-214,82,2768,5,,,,,,,,67,-133,42,,,,,,,,,,,,,,
10,20,[208],1,0,Start of Update Cycle,,,,,,28869.0,28869.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,23,[209   1   4],1,0,Periodic Status Message,,,,,,28869.0,28869.0,0.0,,,,,,,,,,,,,,,,,,,,,,,Operational,No overload,Time source VALID,Normal Operation,Test Target Operative,,,,,,,,,
10,52,[247 241   9  48],1,0,Target Report,PSR,0,2,0,0,28869.0,28870.0,1.0,,,307.0,64.281005859375,277,133,500.0,-70.191650390625,-212,78,2768,5,,,,,,,,61,-138,44,,,,,,,,,,,,,,
10,20,[208],1,0,Start of Update Cycle,,,,,,28870.0,28870.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,52,[247 241   9  48],1,0,Target Report,PSR,0,2,0,0,28870.0,28871.0,1.0,,,274.0,55.6842041015625,226,154,490.0,-68.00537109375,-205,84,2768,5,,,,,,,,73,-133,52,,,,,,,,,,,,,,
10,20,[208],1,0,Start of Update Cycle,,,,,,28871.0,28871.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,52,[247 241   9  48],1,0,Target Report,PSR,0,2,0,0,28871.0,28872.0,1.0,,,246.0,45.28564453125,175,173,486.0,-69.1204833984375,-205,80,2768,5,,,,,,,,67,-133,58,,,,,,,,,,,,,,
10,20,[208],1,0,Start of Update Cycle,,,,,,28872.0,28872.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,52,[247 241   9  48],1,0,Target Report,PSR,0,2,0,0,28872.0,28872.0,0.0,,,229.0,33.2611083984375,126,191,471.0,-69.6038818359375,-199,76,2768,5,,,,,,,,79,-138,56,,,,,,,,,,,,,,
10,20,[208],1,0,Start of Update Cycle,,,,,,28873.0,28873.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,52,[247 241   9  48],1,0,Target Report,PSR,0,2,0,0,28873.0,28873.0,0.0,,,224.0,20.225830078125,78,211,465.0,-68.697509765625,-195,78,2768,5,,,,,,,,73,-133,62,,,,,,,,,,,,,,
10,20,[208],1,0,Start of Update Cycle,,,,,,28874.0,28874.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,52,[247 241   9  48],1,0,Target Report,PSR,0,2,0,0,28874.0,28874.0,0.0,,,229.0,7.93212890625,32,227,440.0,-70.46630859375,-187,68,2768,5,,,,,,,,73,-138,62,,,,,,,,,,,,,,
10,23,[209   1   4],1,0,Periodic Status Message,,,,,,28874.0,28874.0,0.0,,,,,,,,,,,,,,,,,,,,,,,Operational,No overload,Time source VALID,Normal Operation,Test Target Operative,,,,,,,,,
10,20,[208],1,0,Start of Update Cycle,,,,,,28875.0,28875.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,52,[247 241   9  48],1,0,Target Report,PSR,0,2,0,0,28875.0,28875.0,0.0,,,245.0,-4.163818359375,-16,245,452.0,-70.2520751953125,-192,70,2768,5,,,,,,,,73,-138,54,,,,,,,,,,,,,,
10,52,[247 241   9  48],1,0,Target Report,PSR,0,2,0,0,28876.0,28876.0,0.0,,,269.0,-13.6669921875,-62,262,435.0,-70.33447265625,-185,67,2768,5,,,,,,,,73,-138,50,,,,,,,,,,,,,,
10,20,[208],1,0,Start of Update Cycle,,,,,,28876.0,28876.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,52,[247 241   9  48],1,0,Target Report,PSR,0,2,0,0,28877.0,28877.0,0.0,,,1210.0,-49.515380859375,-915,792,13.0,-124.112548828125,-5,-3,2769,5,,,,,,,,37,-245,22,,,,,,,,,,,,,,
10,52,[247 241   9  48],1,0,Target Report,PSR,0,2,0,0,28877.0,28877.0,0.0,,,299.0,-21.3409423828125,-107,280,431.0,-69.58740234375,-182,69,2768,5,,,,,,,,73,-138,46,,,,,,,,,,,,,,
10,20,[208],1,0,Start of Update Cycle,,,,,,28877.0,28877.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,52,[247 241   9  48],1,0,Target Report,PSR,0,2,0,0,28878.0,28878.0,0.0,,,1215.0,-49.5758056640625,-919,794,36.0,-66.884765625,-15,7,2769,5,,,,,,,,43,-133,38,,,,,,,,,,,,,,
10,52,[247 241   9  48],1,0,Target Report,PSR,0,2,0,0,28878.0,28878.0,0.0,,,331.0,-27.257080078125,-149,295,404.0,-70.499267578125,-172,62,2768,5,,,,,,,,67,-138,48,,,,,,,,,,,,,,
10,20,[208],1,0,Start of Update Cycle,,,,,,28878.0,28878.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,52,[247 241   9  48],1,0,Target Report,PSR,0,2,0,0,28879.0,28879.0,0.0,,,1216.0,-49.647216796875,-922,794,23.0,-83.924560546875,-10,1,2769,5,,,,,,,,49,-166,34,,,,,,,,,,,,,,
10,52,[247 241   9  48],1,0,Target Report,PSR,0,2,0,0,28879.0,28879.0,0.0,,,363.0,-31.9427490234375,-190,310,385.0,-70.86181640625,-164,58,2768,5,,,,,,,,67,-138,42,,,,,,,,,,,,,,
10,20,[208],1,0,Start of Update Cycle,,,,,,28879.0,28879.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,23,[209   1   4],1,0,Periodic Status Message,,,,,,28879.0,28879.0,0.0,,,,,,,,,,,,,,,,,,,,,,,Operational,No overload,Time source VALID,Normal Operation,Test Target Operative,,,,,,,,,
10,52,[247 241   9  48],1,0,Target Report,PSR,0,2,0,0,28880.0,28880.0,0.0,,,1217.0,-49.6636962890625,-922,794,8.0,-75.6463623046875,-3,1,2769,5,,,,,,,,43,-150,34,,,,,,,,,,,,,,
10,52,[247 241   9  48],1,0,Target Report,PSR,0,2,0,0,28880.0,28880.0,0.0,,,398.0,-35.606689453125,-229,325,374.0,-69.4830322265625,-158,60,2768,5,,,,,,,,67,-133,44,,,,,,,,,,,,,,
10,20,[208],1,0,Start of Update Cycle,,,,,,28880.0,28880.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,52,[247 241   9  48],1,0,Target Report,PSR,0,2,0,0,28881.0,28881.0,0.0,,,431.0,-38.814697265625,-268,338,359.0,-72.2515869140625,-154,50,2768,5,,,,,,,,67,-138,44,,,,,,,,,,,,,,
10,52,[247 241   9  48],1,0,Target Report,PSR,0,2,0,0,28881.0,28881.0,0.0,,,1219.0,-49.6856689453125,-924,795,14.0,-72.301025390625,-6,2,2769,5,,,,,,,,37,-138,34,,,,,,,,,,,,,,
10,20,[208],1,0,Start of Update Cycle,,,,,,28881.0,28881.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,52,[247 241   9  48],1,0,Target Report,PSR,0,2,0,0,28882.0,28882.0,0.0,,,1220.0,-49.72412109375,-925,795,13.0,-79.365234375,-6,1,2769,5,,,,,,,,43,-155,34,,,,,,,,,,,,,,
10,52,[247 241   9  48],1,0,Target Report,PSR,0,2,0,0,28882.0,28882.0,0.0,,,464.0,-41.275634765625,-304,351,340.0,-70.4937744140625,-145,52,2768,5,,,,,,,,67,-138,40,,,,,,,,,,,,,,
10,20,[208],1,0,Start of Update Cycle,,,,,,28882.0,28882.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,52,[247 241   9  48],1,0,Target Report,PSR,0,2,0,0,28883.0,28883.0,0.0,,,496.0,-43.17626953125,-337,364,320.0,-68.9666748046875,-135,53,2768,5,,,,,,,,67,-133,42,,,,,,,,,,,,,,
10,52,[247 241   9  48],1,0,Target Report,PSR,0,2,0,0,28883.0,28883.0,0.0,,,1222.0,-49.7625732421875,-927,795,17.0,-74.00390625,-7,2,2769,5,,,,,,,,37,-144,38,,,,,,,,,,,,,,
10,20,[208],1,0,Start of Update Cycle,,,,,,28883.0,28883.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,52,[247 241   9  48],1,0,Target Report,PSR,0,2,0,0,28884.0,28884.0,0.0,,,1222.0,-49.6966552734375,-926,796,11.0,31.234130859375,3,4,2769,5,,,,,,,,37,64,38,,,,,,,,,,,,,,
10,52,[247 241   9  48],1,0,Target Report,PSR,0,2,0,0,28884.0,28884.0,0.0,,,529.0,-44.912109375,-371,377,322.0,-69.4061279296875,-136,52,2768,5,,,,,,,,67,-133,46,,,,,,,,,,,,,,
10,20,[208],1,0,Start of Update Cycle,,,,,,28884.0,28884.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,23,[209   1   4],1,0,Periodic Status Message,,,,,,28884.0,28884.0,0.0,,,,,,,,,,,,,,,,,,,,,,,Operational,No overload,Time source VALID,Normal Operation,Test Target Operative,,,,,,,,,
10,52,[247 241   9  48],1,0,Target Report,PSR,0,2,0,0,28885.0,28885.0,0.0,,,559.0,-46.142578125,-400,390,286.0,-67.3297119140625,-119,51,2768,5,,,,,,,,67,-133,46,,,,,,,,,,,,,,
10,52,[247 241   9  48],1,0,Target Report,PSR,0,2,0,0,28885.0,28885.0,0.0,,,1222.0,-49.7186279296875,-927,796,4.0,-99.700927734375,-2,0,2769,5,,,,,,,,37,-195,34,,,,,,,,,,,,,,
10,20,[208],1,0,Start of Update Cycle,,,,,,28885.0,28885.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,52,[247 241   9  48],1,0,Target Report,PSR,0,2,0,0,28886.0,28886.0,0.0,,,1222.0,-49.7625732421875,-928,796,9.0,-115.576171875,-4,-2,2769,5,,,,,,,,31,-228,34,,,,,,,,,,,,,,
10,52,[247 241   9  48],1,0,Target Report,PSR,0,2,0,0,28886.0,28886.0,0.0,,,589.0,-47.449951171875,-431,401,294.0,-70.0048828125,-124,46,2768,5,,,,,,,,67,-138,52,,,,,,,,,,,,,,
10,20,[208],1,0,Start of Update Cycle,,,,,,28886.0,28886.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,52,[247 241   9  48],1,0,Target Report,PSR,0,2,0,0,28887.0,28887.0,0.0,,,615.0,-48.614501953125,-459,410,259.0,-72.564697265625,-112,36,2768,5,,,,,,,,61,-144,50,,,,,,,,,,,,,,
10,52,[247 241   9  48],1,0,Target Report,PSR,0,2,0,0,28887.0,28887.0,0.0,,,1222.0,-49.7021484375,-927,796,11.0,65.247802734375,4,2,2769,5,,,,,,,,37,132,30,,,,,,,,,,,,,,
10,20,[208],1,0,Start of Update Cycle,,,,,,28887.0,28887.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,52,[247 241   9  48],1,0,Target Report,PSR,0,2,0,0,28888.0,28888.0,0.0,,,1222.0,-49.74609375,-928,796,8.0,-108.4625244140625,-4,-1,2769,5,,,,,,,,37,-211,34,,,,,,,,,,,,,,
