Cat,Length,FSPEC,DI I010/010 SAC,DI I010/010 SIC,DI I010/000 Message Type,DI I010/020 TRD Type,DI I010/020 TRD DCR,DI I010/020 TRD CHN,DI I010/020 TRD GBS,DI I010/020 TRD CRT,DI I010/140 Time of Day,ADD ON time at recorder,ADD ON delta(t),DI I010/041 Lat,DI I010/041 Lon,DI I010/040 Rho,DI I010/040 Theta,DI I010/042 X,DI I010/042 Y,DI I010/200 V_rho,DI I010/200 V_theta,DI I010/202 V_x,DI I010/202 V_y,DI I010/161 Track No.,DI I010/170 Track Status,DI I010/060 ModeA,DI I010/220 Target Address,DI I010/245 Target ID,DI I010/250 Mode S MB Data,DI I010/300 Vehicle FID,DI I010/090 Fight Level,DI I010/091 Measured Height,DI I010/270 T. Size ,DI I010/270 T. Orientation,DI I010/270 T. Width,DI I010/550 System Status NOGO,DI I010/550 System Status OVL,DI I010/550 System Status TSV,DI I010/550 System Status DIV,DI I010/550 System Status TTF,DI I010/310 PreProgrammed Message,DI I010/550 Standard Deviation of Position sigmaX,DI I010/550 Standard Deviation of Position sigmaY,DI I010/550 Standard Deviation of Position covariXY,DI I010/280 Presence,DI I010/131 Amplitude of Primary Plot,DI I010/210 Calculated Acceleration,SP Special Purpose Field,RE Reserved Expansion Field
10,52,[247 241   9  48],1,0,Target Report,PSR,0,2,0,0,28888.0,28888.0,0.0,,,1703.0,-55.184326171875,-1392,982,3.0,-148.172607421875,-1,-1,2770,5,,,,,,,,25,216,20,,,,,,,,,,,,,,
10,52,[247 241   9  48],1,0,Target Report,PSR,0,2,0,0,28888.0,28888.0,0.0,,,643.0,-49.4769287109375,-486,421,257.0,-68.5546875,-108,43,2768,5,,,,,,,,73,-133,52,,,,,,,,,,,,,,
10,20,[208],1,0,Start of Update Cycle,,,,,,28888.0,28888.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,52,[247 241   9  48],1,0,Target Report,PSR,0,2,0,0,28889.0,28889.0,0.0,,,1717.0,-55.08544921875,-1401,992,46.0,-35.3759765625,-12,17,2770,5,,,,,,,,25,-65,22,,,,,,,,,,,,,,
10,52,[247 241   9  48],1,0,Target Report,PSR,0,2,0,0,28889.0,28889.0,0.0,,,669.0,-50.284423828125,-512,431,252.0,-69.0985107421875,-106,41,2768,5,,,,,,,,73,-133,54,,,,,,,,,,,,,,
10,52,[247 241   9  48],1,0,Target Report,PSR,0,2,0,0,28889.0,28889.0,0.0,,,1222.0,-49.7406005859375,-927,796,3.0,110.85205078125,1,0,2769,5,,,,,,,,37,222,34,,,,,,,,,,,,,,
10,20,[208],1,0,Start of Update Cycle,,,,,,28889.0,28889.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,23,[209   1   4],1,0,Periodic Status Message,,,,,,28889.0,28889.0,0.0,,,,,,,,,,,,,,,,,,,,,,,Operational,No overload,Time source VALID,Normal Operation,Test Target Operative,,,,,,,,,
10,52,[247 241   9  48],1,0,Target Report,PSR,0,2,0,0,28890.0,28890.0,0.0,,,1223.0,-49.7515869140625,-928,796,5.0,-74.72900390625,-2,1,2769,5,,,,,,,,43,-144,34,,,,,,,,,,,,,,
10,52,[247 241   9  48],1,0,Target Report,PSR,0,2,0,0,28890.0,28890.0,0.0,,,693.0,-50.9490966796875,-535,440,225.0,-68.9666748046875,-95,37,2768,5,,,,,,,,67,-133,48,,,,,,,,,,,,,,
10,20,[208],1,0,Start of Update Cycle,,,,,,28890.0,28890.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,52,[247 241   9  48],1,0,Target Report,PSR,0,2,0,0,28891.0,28891.0,0.0,,,1223.0,-49.74609375,-928,796,2.0,-5.328369140625,0,1,2769,5,,,,,,,,31,-9,34,,,,,,,,,,,,,,
10,52,[247 241   9  48],1,0,Target Report,PSR,0,2,0,0,28891.0,28891.0,0.0,,,716.0,-51.624755859375,-559,448,218.0,-71.026611328125,-93,33,2768,5,,,,,,,,67,-138,50,,,,,,,,,,,,,,
10,20,[208],1,0,Start of Update Cycle,,,,,,28891.0,28891.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,52,[247 241   9  48],1,0,Target Report,PSR,0,2,0,0,28892.0,28892.0,0.0,,,1222.0,-49.72412109375,-927,796,10.0,109.5281982421875,4,-1,2769,5,,,,,,,,37,222,30,,,,,,,,,,,,,,
10,52,[247 241   9  48],1,0,Target Report,PSR,0,2,0,0,28892.0,28892.0,0.0,,,737.0,-52.196044921875,-579,455,195.0,-71.2738037109375,-83,29,2768,5,,,,,,,,61,-138,50,,,,,,,,,,,,,,
10,20,[208],1,0,Start of Update Cycle,,,,,,28892.0,28892.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,52,[247 241   9  48],1,0,Target Report,PSR,0,2,0,0,28893.0,28893.0,0.0,,,1409.0,-52.20703125,-1108,871,75.0,-67.1209716796875,-31,13,2771,5,,,,,,,,37,-133,38,,,,,,,,,,,,,,
10,52,[247 241   9  48],1,0,Target Report,PSR,0,2,0,0,28893.0,28893.0,0.0,,,757.0,-52.6849365234375,-599,463,189.0,-70.0048828125,-80,30,2768,5,,,,,,,,67,-138,46,,,,,,,,,,,,,,
10,52,[247 241   9  48],1,0,Target Report,PSR,0,2,0,0,28893.0,28893.0,0.0,,,1700.0,-55.3271484375,-1391,976,8.0,159.3621826171875,1,-4,2772,5,,,,,,,,37,-189,58,,,,,,,,,,,,,,
10,52,[247 241   9  48],1,0,Target Report,PSR,0,2,0,0,28893.0,28893.0,0.0,,,1222.0,-49.7625732421875,-928,796,9.0,-98.8055419921875,-4,-1,2769,5,,,,,,,,31,-195,34,,,,,,,,,,,,,,
10,20,[208],1,0,Start of Update Cycle,,,,,,28893.0,28893.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,52,[247 241   9  48],1,0,Target Report,PSR,0,2,0,0,28894.0,28894.0,0.0,,,1222.0,-49.74609375,-928,796,3.0,24.510498046875,1,1,2769,5,,,,,,,,31,53,34,,,,,,,,,,,,,,
10,52,[247 241   9  48],1,0,Target Report,PSR,0,2,0,0,28894.0,28894.0,0.0,,,1700.0,-55.2996826171875,-1392,977,8.0,49.559326171875,3,2,2772,5,,,,,,,,55,104,58,,,,,,,,,,,,,,
10,52,[247 241   9  48],1,0,Target Report,PSR,0,2,0,0,28894.0,28894.0,0.0,,,1419.0,-52.3114013671875,-1117,875,87.0,-67.9010009765625,-36,15,2771,5,,,,,,,,37,-133,40,,,,,,,,,,,,,,
10,52,[247 241   9  48],1,0,Target Report,PSR,0,2,0,0,28894.0,28894.0,0.0,,,777.0,-53.0035400390625,-617,472,180.0,-65.67626953125,-74,34,2768,5,,,,,,,,67,-127,46,,,,,,,,,,,,,,
10,20,[208],1,0,Start of Update Cycle,,,,,,28894.0,28894.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,23,[209   1   4],1,0,Periodic Status Message,,,,,,28894.0,28894.0,0.0,,,,,,,,,,,,,,,,,,,,,,,Operational,No overload,Time source VALID,Normal Operation,Test Target Operative,,,,,,,,,
10,52,[247 241   9  48],1,0,Target Report,PSR,0,2,0,0,28895.0,28895.0,0.0,,,1223.0,-49.735107421875,-928,797,5.0,-30.838623046875,-1,2,2769,5,,,,,,,,37,-60,34,,,,,,,,,,,,,,
10,52,[247 241   9  48],1,0,Target Report,PSR,0,2,0,0,28895.0,28895.0,0.0,,,1698.0,-55.39306640625,-1391,974,19.0,179.681396484375,0,-9,2772,5,,,,,,,,61,154,72,,,,,,,,,,,,,,
10,52,[247 241   9  48],1,0,Target Report,PSR,0,2,0,0,28895.0,28895.0,0.0,,,1430.0,-52.4322509765625,-1127,879,98.0,-67.34619140625,-41,17,2771,5,,,,,,,,43,-133,40,,,,,,,,,,,,,,
10,52,[247 241   9  48],1,0,Target Report,PSR,0,2,0,0,28895.0,28895.0,0.0,,,794.0,-53.4814453125,-635,477,164.0,-73.58642578125,-71,21,2768,5,,,,,,,,73,-144,48,,,,,,,,,,,,,,
10,20,[208],1,0,Start of Update Cycle,,,,,,28895.0,28895.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,52,[247 241   9  48],1,0,Target Report,PSR,0,2,0,0,28896.0,28896.0,0.0,,,1223.0,-49.7735595703125,-929,796,7.0,-119.00390625,-3,-2,2769,5,,,,,,,,37,-234,34,,,,,,,,,,,,,,
10,52,[247 241   9  48],1,0,Target Report,PSR,0,2,0,0,28896.0,28896.0,0.0,,,1438.0,-52.547607421875,-1136,882,83.0,-70.9442138671875,-35,12,2771,5,,,,,,,,37,-138,40,,,,,,,,,,,,,,
10,52,[247 241   9  48],1,0,Target Report,PSR,0,2,0,0,28896.0,28896.0,0.0,,,813.0,-53.8275146484375,-653,484,171.0,-68.1756591796875,-72,29,2768,5,,,,,,,,67,-133,54,,,,,,,,,,,,,,
10,52,[247 241   9  48],1,0,Target Report,PSR,0,2,0,0,28896.0,28896.0,0.0,,,1700.0,-55.4205322265625,-1393,974,7.0,-90.4833984375,-3,0,2772,5,,,,,,,,73,-178,68,,,,,,,,,,,,,,
10,20,[208],1,0,Start of Update Cycle,,,,,,28896.0,28896.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,52,[247 241   9  48],1,0,Target Report,PSR,0,2,0,0,28897.0,28897.0,0.0,,,1223.0,-49.757080078125,-928,796,3.0,71.96044921875,1,0,2769,5,,,,,,,,37,149,34,,,,,,,,,,,,,,
10,52,[247 241   9  48],1,0,Target Report,PSR,0,2,0,0,28897.0,28897.0,0.0,,,1448.0,-52.6959228515625,-1146,885,92.0,-72.894287109375,-40,12,2771,5,,,,,,,,31,-144,40,,,,,,,,,,,,,,
10,52,[247 241   9  48],1,0,Target Report,PSR,0,2,0,0,28897.0,28897.0,0.0,,,1698.0,-55.458984375,-1392,972,15.0,168.0029296875,1,-6,2772,5,,,,,,,,73,-172,72,,,,,,,,,,,,,,
10,52,[247 241   9  48],1,0,Target Report,PSR,0,2,0,0,28897.0,28897.0,0.0,,,829.0,-54.16259765625,-669,490,152.0,-70.42236328125,-65,24,2768,5,,,,,,,,67,-138,54,,,,,,,,,,,,,,
10,20,[208],1,0,Start of Update Cycle,,,,,,28897.0,28897.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,52,[247 241   9  48],1,0,Target Report,PSR,0,2,0,0,28898.0,28898.0,0.0,,,1223.0,-49.74609375,-928,796,4.0,89.154052734375,2,0,2769,5,,,,,,,,31,182,34,,,,,,,,,,,,,,
10,52,[247 241   9  48],1,0,Target Report,PSR,0,2,0,0,28898.0,28898.0,0.0,,,1458.0,-52.7783203125,-1155,889,87.0,-65.5609130859375,-36,17,2771,5,,,,,,,,37,-127,36,,,,,,,,,,,,,,
10,52,[247 241   9  48],1,0,Target Report,PSR,0,2,0,0,28898.0,28898.0,0.0,,,1699.0,-55.546875,-1394,970,21.0,-140.4766845703125,-6,-7,2772,5,,,,,,,,73,233,68,,,,,,,,,,,,,,
10,52,[247 241   9  48],1,0,Target Report,PSR,0,2,0,0,28898.0,28898.0,0.0,,,845.0,-54.3548583984375,-683,497,144.0,-64.940185546875,-59,28,2768,5,,,,,,,,61,-127,52,,,,,,,,,,,,,,
10,20,[208],1,0,Start of Update Cycle,,,,,,28898.0,28898.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,52,[247 241   9  48],1,0,Target Report,PSR,0,2,0,0,28899.0,28899.0,0.0,,,860.0,-54.7119140625,-699,501,141.0,-73.36669921875,-61,19,2768,5,,,,,,,,73,-144,56,,,,,,,,,,,,,,
10,52,[247 241   9  48],1,0,Target Report,PSR,0,2,0,0,28899.0,28899.0,0.0,,,1698.0,-55.6292724609375,-1395,968,21.0,-151.8804931640625,-4,-8,2772,5,,,,,,,,67,211,72,,,,,,,,,,,,,,
10,52,[247 241   9  48],1,0,Target Report,PSR,0,2,0,0,28899.0,28899.0,0.0,,,1468.0,-52.899169921875,-1165,893,94.0,-69.576416015625,-40,15,2771,5,,,,,,,,43,-138,40,,,,,,,,,,,,,,
10,52,[247 241   9  48],1,0,Target Report,PSR,0,2,0,0,28899.0,28899.0,0.0,,,1223.0,-49.7900390625,-928,796,7.0,-144.283447265625,-2,-3,2769,5,,,,,,,,31,227,30,,,,,,,,,,,,,,
10,20,[208],1,0,Start of Update Cycle,,,,,,28899.0,28899.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,23,[209   1   4],1,0,Periodic Status Message,,,,,,28899.0,28899.0,0.0,,,,,,,,,,,,,,,,,,,,,,,Operational,No overload,Time source VALID,Normal Operation,Test Target Operative,,,,,,,,,
10,52,[247 241   9  48],1,0,Target Report,PSR,0,2,0,0,28900.0,28900.0,0.0,,,1223.0,-49.7515869140625,-928,796,6.0,55.7061767578125,2,2,2769,5,,,,,,,,37,115,34,,,,,,,,,,,,,,
10,52,[247 241   9  48],1,0,Target Report,PSR,0,2,0,0,28900.0,28900.0,0.0,,,1476.0,-52.97607421875,-1172,897,75.0,-67.027587890625,-31,14,2771,5,,,,,,,,37,-133,40,,,,,,,,,,,,,,
10,52,[247 241   9  48],1,0,Target Report,PSR,0,2,0,0,28900.0,28900.0,0.0,,,1699.0,-55.689697265625,-1397,967,16.0,-138.9605712890625,-5,-5,2772,5,,,,,,,,67,239,78,,,,,,,,,,,,,,
10,52,[247 241   9  48],1,0,Target Report,PSR,0,2,0,0,28900.0,28900.0,0.0,,,873.0,-54.9700927734375,-712,506,124.0,-71.2078857421875,-53,18,2768,5,,,,,,,,67,-138,46,,,,,,,,,,,,,,
10,20,[208],1,0,Start of Update Cycle,,,,,,28900.0,28900.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,52,[247 241   9  48],1,0,Target Report,PSR,0,2,0,0,28901.0,28901.0,0.0,,,1223.0,-49.7955322265625,-929,796,8.0,-115.7464599609375,-3,-2,2769,5,,,,,,,,37,-228,30,,,,,,,,,,,,,,
10,52,[247 241   9  48],1,0,Target Report,PSR,0,2,0,0,28901.0,28901.0,0.0,,,1486.0,-53.074951171875,-1182,901,92.0,-66.8902587890625,-38,17,2771,5,,,,,,,,37,-133,42,,,,,,,,,,,,,,
10,52,[247 241   9  48],1,0,Target Report,PSR,0,2,0,0,28901.0,28901.0,0.0,,,1696.0,-55.7666015625,-1396,964,26.0,177.38525390625,0,-12,2772,5,,,,,,,,61,-155,78,,,,,,,,,,,,,,
10,52,[247 241   9  48],1,0,Target Report,PSR,0,2,0,0,28901.0,28901.0,0.0,,,887.0,-55.2447509765625,-726,511,131.0,-71.65283203125,-56,19,2768,5,,,,,,,,67,-138,54,,,,,,,,,,,,,,
10,20,[208],1,0,Start of Update Cycle,,,,,,28901.0,28901.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,52,[247 241   9  48],1,0,Target Report,PSR,0,2,0,0,28902.0,28902.0,0.0,,,1495.0,-53.2177734375,-1191,903,81.0,-75.8660888671875,-36,9,2771,5,,,,,,,,37,-150,46,,,,,,,,,,,,,,
10,52,[247 241   9  48],1,0,Target Report,PSR,0,2,0,0,28902.0,28902.0,0.0,,,1695.0,-55.843505859375,-1397,961,22.0,-175.84716796875,-1,-10,2772,5,,,,,,,,67,166,78,,,,,,,,,,,,,,
10,52,[247 241   9  48],1,0,Target Report,PSR,0,2,0,0,28902.0,28902.0,0.0,,,900.0,-55.382080078125,-737,516,114.0,-65.9124755859375,-47,21,2768,5,,,,,,,,67,-127,56,,,,,,,,,,,,,,
10,52,[247 241   9  48],1,0,Target Report,PSR,0,2,0,0,28902.0,28902.0,0.0,,,1223.0,-49.757080078125,-928,796,7.0,63.6328125,3,1,2769,5,,,,,,,,31,132,26,,,,,,,,,,,,,,
10,20,[208],1,0,Start of Update Cycle,,,,,,28902.0,28902.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,52,[247 241   9  48],1,0,Target Report,PSR,0,2,0,0,28903.0,28903.0,0.0,,,1223.0,-49.7296142578125,-928,797,5.0,21.5771484375,1,2,2769,5,,,,,,,,31,47,34,,,,,,,,,,,,,,
10,52,[247 241   9  48],1,0,Target Report,PSR,0,2,0,0,28903.0,28903.0,0.0,,,1504.0,-53.3056640625,-1200,907,84.0,-68.3404541015625,-35,14,2771,5,,,,,,,,37,-133,46,,,,,,,,,,,,,,
10,52,[247 241   9  48],1,0,Target Report,PSR,0,2,0,0,28903.0,28903.0,0.0,,,1697.0,-55.8929443359375,-1399,961,19.0,-106.787109375,-8,-2,2772,5,,,,,,,,73,-211,84,,,,,,,,,,,,,,
10,52,[247 241   9  48],1,0,Target Report,PSR,0,2,0,0,28903.0,28903.0,0.0,,,912.0,-55.5303955078125,-748,521,110.0,-66.533203125,-45,20,2768,5,,,,,,,,73,-127,56,,,,,,,,,,,,,,
10,20,[208],1,0,Start of Update Cycle,,,,,,28903.0,28903.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,52,[247 241   9  48],1,0,Target Report,PSR,0,2,0,0,28904.0,28904.0,0.0,,,1514.0,-53.3935546875,-1210,911,95.0,-66.1212158203125,-39,18,2771,5,,,,,,,,37,-127,46,,,,,,,,,,,,,,
10,52,[247 241   9  48],1,0,Target Report,PSR,0,2,0,0,28904.0,28904.0,0.0,,,923.0,-55.8160400390625,-760,524,108.0,-76.563720703125,-47,12,2768,5,,,,,,,,67,-150,46,,,,,,,,,,,,,,
10,52,[247 241   9  48],1,0,Target Report,PSR,0,2,0,0,28904.0,28904.0,0.0,,,1696.0,-56.0577392578125,-1400,956,42.0,-159.6533203125,-7,-18,2772,5,,,,,,,,73,194,94,,,,,,,,,,,,,,
10,52,[247 241   9  48],1,0,Target Report,PSR,0,2,0,0,28904.0,28904.0,0.0,,,1223.0,-49.7955322265625,-929,796,10.0,-140.1141357421875,-3,-4,2769,5,,,,,,,,37,233,30,,,,,,,,,,,,,,
10,20,[208],1,0,Start of Update Cycle,,,,,,28904.0,28904.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,23,[209   1   4],1,0,Periodic Status Message,,,,,,28904.0,28904.0,0.0,,,,,,,,,,,,,,,,,,,,,,,Operational,No overload,Time source VALID,Normal Operation,Test Target Operative,,,,,,,,,
10,52,[247 241   9  48],1,0,Target Report,PSR,0,2,0,0,28905.0,28905.0,0.0,,,1223.0,-49.801025390625,-929,795,2.0,-174.6771240234375,0,-1,2769,5,,,,,,,,31,166,30,,,,,,,,,,,,,,
10,52,[247 241   9  48],1,0,Target Report,PSR,0,2,0,0,28905.0,28905.0,0.0,,,932.0,-55.96435546875,-769,527,86.0,-70.81787109375,-37,13,2768,5,,,,,,,,67,-138,54,,,,,,,,,,,,,,
10,52,[247 241   9  48],1,0,Target Report,PSR,0,2,0,0,28905.0,28905.0,0.0,,,1523.0,-53.5418701171875,-1219,913,88.0,-75.750732421875,-38,10,2771,5,,,,,,,,37,-150,52,,,,,,,,,,,,,,
10,52,[247 241   9  48],1,0,Target Report,PSR,0,2,0,0,28905.0,28905.0,0.0,,,1695.0,-56.129150390625,-1401,954,20.0,-169.47509765625,-2,-9,2772,5,,,,,,,,73,177,98,,,,,,,,,,,,,,
10,20,[208],1,0,Start of Update Cycle,,,,,,28905.0,28905.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,52,[247 241   9  48],1,0,Target Report,PSR,0,2,0,0,28906.0,28906.0,0.0,,,1224.0,-49.7955322265625,-929,796,7.0,-44.989013671875,-2,2,2769,5,,,,,,,,37,-88,30,,,,,,,,,,,,,,
10,52,[247 241   9  48],1,0,Target Report,PSR,0,2,0,0,28906.0,28906.0,0.0,,,1534.0,-53.6846923828125,-1230,917,100.0,-72.7020263671875,-43,14,2771,5,,,,,,,,43,-144,42,,,,,,,,,,,,,,
10,52,[247 241   9  48],1,0,Target Report,PSR,0,2,0,0,28906.0,28906.0,0.0,,,1695.0,-56.162109375,-1402,953,11.0,-131.9403076171875,-4,-3,2772,5,,,,,,,,79,250,84,,,,,,,,,,,,,,
10,52,[247 241   9  48],1,0,Target Report,PSR,0,2,0,0,28906.0,28906.0,0.0,,,941.0,-56.0137939453125,-777,531,80.0,-63.0010986328125,-32,17,2768,5,,,,,,,,67,-121,54,,,,,,,,,,,,,,
10,20,[208],1,0,Start of Update Cycle,,,,,,28906.0,28906.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,52,[247 241   9  48],1,0,Target Report,PSR,0,2,0,0,28907.0,28907.0,0.0,,,1223.0,-49.7900390625,-929,796,1.0,79.947509765625,1,0,2769,5,,,,,,,,37,160,30,,,,,,,,,,,,,,
10,52,[247 241   9  48],1,0,Target Report,PSR,0,2,0,0,28907.0,28907.0,0.0,,,1542.0,-53.800048828125,-1238,919,77.0,-75.4705810546875,-34,9,2771,5,,,,,,,,43,-150,42,,,,,,,,,,,,,,
10,52,[247 241   9  48],1,0,Target Report,PSR,0,2,0,0,28907.0,28907.0,0.0,,,1697.0,-56.1785888671875,-1404,954,17.0,-75.9429931640625,-7,2,2772,5,,,,,,,,73,-150,84,,,,,,,,,,,,,,
10,52,[247 241   9  48],1,0,Target Report,PSR,0,2,0,0,28907.0,28907.0,0.0,,,950.0,-56.05224609375,-784,536,77.0,-60.9466552734375,-30,17,2768,5,,,,,,,,61,-116,58,,,,,,,,,,,,,,
10,20,[208],1,0,Start of Update Cycle,,,,,,28907.0,28907.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,52,[247 241   9  48],1,0,Target Report,PSR,0,2,0,0,28908.0,28908.0,0.0,,,1223.0,-49.7845458984375,-929,796,1.0,60.633544921875,0,0,2769,5,,,,,,,,37,126,30,,,,,,,,,,,,,,
10,52,[247 241   9  48],1,0,Target Report,PSR,0,2,0,0,28908.0,28908.0,0.0,,,1551.0,-53.8824462890625,-1247,923,82.0,-67.8515625,-34,14,2771,5,,,,,,,,43,-133,38,,,,,,,,,,,,,,
10,52,[247 241   9  48],1,0,Target Report,PSR,0,2,0,0,28908.0,28908.0,0.0,,,1697.0,-56.2664794921875,-1405,952,23.0,-134.9505615234375,-7,-7,2772,5,,,,,,,,67,244,88,,,,,,,,,,,,,,
10,52,[247 241   9  48],1,0,Target Report,PSR,0,2,0,0,28908.0,28908.0,0.0,,,958.0,-56.22802734375,-793,538,76.0,-74.68505859375,-33,9,2768,5,,,,,,,,67,-144,50,,,,,,,,,,,,,,
10,20,[208],1,0,Start of Update Cycle,,,,,,28908.0,28908.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,52,[247 241   9  48],1,0,Target Report,PSR,0,2,0,0,28909.0,28909.0,0.0,,,1223.0,-49.7845458984375,-929,796,1.0,136.60400390625,0,0,2769,5,,,,,,,,43,-234,30,,,,,,,,,,,,,,
10,52,[247 241   9  48],1,0,Target Report,PSR,0,2,0,0,28909.0,28909.0,0.0,,,1561.0,-53.953857421875,-1256,927,87.0,-66.5167236328125,-36,16,2771,5,,,,,,,,43,-127,44,,,,,,,,,,,,,,
10,52,[247 241   9  48],1,0,Target Report,PSR,0,2,0,0,28909.0,28909.0,0.0,,,1698.0,-56.337890625,-1407,951,19.0,-127.8204345703125,-7,-5,2772,5,,,,,,,,73,-251,98,,,,,,,,,,,,,,
10,52,[247 241   9  48],1,0,Target Report,PSR,0,2,0,0,28909.0,28909.0,0.0,,,967.0,-56.35986328125,-801,541,80.0,-69.67529296875,-34,13,2768,5,,,,,,,,73,-138,54,,,,,,,,,,,,,,
10,20,[208],1,0,Start of Update Cycle,,,,,,28909.0,28909.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,23,[209   1   4],1,0,Periodic Status Message,,,,,,28909.0,28909.0,0.0,,,,,,,,,,,,,,,,,,,,,,,Operational,No overload,Time source VALID,Normal Operation,Test Target Operative,,,,,,,,,
10,52,[247 241   9  48],1,0,Target Report,PSR,0,2,0,0,28910.0,28910.0,0.0,,,1223.0,-49.7900390625,-929,796,1.0,143.15185546875,0,-1,2769,5,,,,,,,,31,-223,30,,,,,,,,,,,,,,
10,52,[247 241   9  48],1,0,Target Report,PSR,0,2,0,0,28910.0,28910.0,0.0,,,1569.0,-53.997802734375,-1263,931,73.0,-62.9351806640625,-29,15,2771,5,,,,,,,,37,-121,48,,,,,,,,,,,,,,
10,52,[247 241   9  48],1,0,Target Report,PSR,0,2,0,0,28910.0,28910.0,0.0,,,973.0,-56.414794921875,-807,544,59.0,-65.753173828125,-24,11,2768,5,,,,,,,,67,-127,60,,,,,,,,,,,,,,
10,52,[247 241   9  48],1,0,Target Report,PSR,0,2,0,0,28910.0,28910.0,0.0,,,1701.0,-56.44775390625,-1411,949,34.0,-108.775634765625,-15,-5,2772,5,,,,,,,,67,-211,94,,,,,,,,,,,,,,
10,20,[208],1,0,Start of Update Cycle,,,,,,28910.0,28910.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,52,[247 241   9  48],1,0,Target Report,PSR,0,2,0,0,28911.0,28911.0,0.0,,,1223.0,-49.7845458984375,-928,796,3.0,117.7569580078125,1,-1,2769,5,,,,,,,,37,239,30,,,,,,,,,,,,,,
10,52,[247 241   9  48],1,0,Target Report,PSR,0,2,0,0,28911.0,28911.0,0.0,,,1577.0,-54.085693359375,-1271,934,76.0,-69.41162109375,-32,12,2771,5,,,,,,,,31,-133,48,,,,,,,,,,,,,,
10,52,[247 241   9  48],1,0,Target Report,PSR,0,2,0,0,28911.0,28911.0,0.0,,,1701.0,-56.3983154296875,-1411,951,10.0,4.0484619140625,0,4,2772,5,,,,,,,,67,8,84,,,,,,,,,,,,,,
10,52,[247 241   9  48],1,0,Target Report,PSR,0,2,0,0,28911.0,28911.0,0.0,,,981.0,-56.4862060546875,-815,547,72.0,-65.555419921875,-30,14,2768,5,,,,,,,,73,-127,70,,,,,,,,,,,,,,
10,20,[208],1,0,Start of Update Cycle,,,,,,28911.0,28911.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,52,[247 241   9  48],1,0,Target Report,PSR,0,2,0,0,28912.0,28912.0,0.0,,,1223.0,-49.7955322265625,-928,795,2.0,-158.060302734375,0,-1,2769,5,,,,,,,,37,199,30,,,,,,,,,,,,,,
10,52,[247 241   9  48],1,0,Target Report,PSR,0,2,0,0,28912.0,28912.0,0.0,,,1589.0,-54.195556640625,-1282,938,103.0,-68.5382080078125,-43,17,2771,5,,,,,,,,31,-133,44,,,,,,,,,,,,,,
10,52,[247 241   9  48],1,0,Target Report,PSR,0,2,0,0,28912.0,28912.0,0.0,,,988.0,-56.4697265625,-820,551,63.0,-54.9810791015625,-23,16,2768,5,,,,,,,,73,-105,60,,,,,,,,,,,,,,
10,52,[247 241   9  48],1,0,Target Report,PSR,0,2,0,0,28912.0,28912.0,0.0,,,1701.0,-56.480712890625,-1412,949,19.0,-148.4857177734375,-5,-7,2772,5,,,,,,,,61,216,84,,,,,,,,,,,,,,
10,20,[208],1,0,Start of Update Cycle,,,,,,28912.0,28912.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,52,[247 241   9  48],1,0,Target Report,PSR,0,2,0,0,28913.0,28913.0,0.0,,,1223.0,-49.7845458984375,-929,796,4.0,-13.9801025390625,0,2,2769,5,,,,,,,,31,-26,30,,,,,,,,,,,,,,
